x,y
477.777,472.977
481.529,476.224
481.345,476.813
487.176,476.372
487.966,475.311
483.587,467.693
481.1,468.467
478.999,472.394
479.676,473.751
483.972,475.254
486.744,475.215
485.921,468.152
482.951,465.655
480.197,465.036
477.534,470.173
484.079,477.54
490.541,474.398
493.611,459.028
488.579,457.321
485.772,465.226
490.253,458.431
483.54,457.936
484.659,467.673
486.701,468.929
485.477,462.307
492.266,458.355
488.749,462.241
497.916,462.973
501.407,457.301
500.5,455.377
491.656,451.337
489.141,444.891
489.205,444.312
480.715,447.484
474.681,448.081
469.817,448.458
472.723,458.642
472.392,453.957
467.515,456.523
473.653,464.082
475.197,463.314
475.276,455.764
469.251,448.662
475.834,444.11
477.369,443.747
477.063,444.204
468.594,444.517
473.99,436.815
478.298,429.894
473.072,432.742
479.304,431.354
472.749,432.257
473.627,437.028
477.079,437.785
476.897,434.132
471.276,431.377
468.501,437.39
475.042,440.285
476.22,440.146
476.648,440.158
479.459,439.485
481.891,437.872
483.528,437.319
483.548,437.209
483.581,437.282
484.941,439.013
486.468,441.027
488.66,447.631
498.213,454.29
504.029,458.277
514.32,459.955
528.251,458.621
532.812,461.123
528.75,463.257
526.542,454.65
534.227,440.743
543.109,441.843
540.547,448.464
532.407,446.197
533.397,438.249
535.578,435.187
539.572,434.109
547.307,435.065
544.65,441.303
539.265,441.9
533.333,432.455
522.746,429.763
521.591,437.92
523.036,441.913
531.176,441.407
533.084,438.791
532.228,432.868
527.306,440.016
534.75,439.802
532.934,433.337
530.881,433.538
525.595,442.211
524.76,447.675
523.639,449.482
523.178,442.658
525.516,433.751
524.584,421.6
525.515,414.174
526.903,406.437
528.504,392.754
521.954,396.513
525.05,404.294
527.331,410.172
526.611,412.782
521.739,416.801
518.531,423.745
519.887,427.253
522.583,421.005
516.052,423.675
516.694,430.558
522.135,436.38
525.818,441.057
522.315,440.438
524.644,435.865
529.499,446.898
532.068,452.147
532.863,463.987
534.251,470.977
532.655,473.699
528.838,475.065
521.452,471.303
522.675,464.001
530.589,458.543
534.994,457.571
536.219,459.154
535.04,464.422
530.21,468.036
525.745,465.536
525.787,462.595
527.231,457.693
525.25,459.724
515.536,459.472
506.066,460.273
503.584,460.268
503.083,460.88
502.272,460.544
499.947,459.233
494.424,450.687
494.116,438.232
493.194,434.601
487.507,434.281
486.208,437.332
490.049,447.736
499.931,453.71
502.232,455.149
507.251,460.368
507.143,462.201
501.058,466.366
496.196,462.942
494.939,459.715
497.648,452.976
499.376,452.856
500.517,454.274
501.357,457.252
506.184,457.023
507.422,454.781
506.489,448.163
505.396,446.238
504.839,445.247
504.183,442.621
502.943,432.736
497.933,430.311
491.2,434.936
490.418,438.033
492.772,431.267
488.198,422.131
484.061,425.524
488.288,434.616
490.509,437.866
492.506,440.508
493.078,442.44
493.108,443.655
493.227,443.215
492.943,442.767
493.116,443.366
493.128,444.767
493.373,447.988
493.463,448.199
493.549,448.242
493.734,448.555
493.865,449.029
498.116,451.811
505.351,452.692
508.366,446.769
