x,y
404.761,374.496
393.731,368.911
404.806,365.999
410.054,369.742
411.525,376.842
413.373,379.621
412.321,366.699
420.024,365.001
423.464,365.781
429.749,370.994
434.866,363.566
424.841,361.034
423.404,368.055
432.527,365.425
431.33,355.818
431.722,356.879
434.179,362.774
423.207,366.693
428.934,357.725
430.458,357.699
432.232,362.928
425.865,354.694
427.437,350.124
420.412,352.938
416.805,356.753
419.106,355.257
417.506,352.15
427.33,351.189
422.358,346.064
412.805,349.941
416.323,351.474
417.646,352.026
416.145,351.968
412.608,346.328
414.625,345.933
422.75,345.694
428.345,351.339
429.207,360.757
429.418,360.208
428.878,359.701
429.067,359.476
424.068,358.426
429.502,350.718
430.087,356.473
425.374,356.67
430.928,348.154
425.482,356.069
425.003,345.924
426.369,346.085
428.886,351.195
427.288,343.765
422.209,344.972
419.878,346.155
427.245,351.33
425.304,357.605
422.901,351.066
429.934,354.238
431.12,362.214
419.819,359.791
418.6,353.34
413.697,357.855
413.362,355.088
416.616,362.844
411.127,359.171
413.14,362.943
407.874,359.819
418.124,358.801
408.067,358.779
416.393,358.534
412.689,357.961
416.44,353.838
415.679,360.149
410.372,355.044
418.657,357.803
414.055,352.564
413.349,355.887
420.197,351.315
416.999,351.91
423.508,347.661
419.683,349.231
420.26,351.665
420.837,351.862
421.022,351.69
420.403,351.395
420.222,353.158
424.667,352.223
425.237,350.797
420.889,349.471
414.683,355.287
412.01,349.067
419.039,350.994
414.086,352.665
412.262,342.64
409.777,338.188
413.22,350.163
416.227,359.513
418.778,365.864
425.58,372.251
433.441,372.642
426.144,370.449
420.5,373.608
419.961,380.075
420.638,383.292
423.699,382.449
423.558,382.697
418.774,382.216
419.151,376.926
423.183,379.179
420.871,382.91
417.367,378.851
418.005,377.538
424.49,383.181
417.247,379.915
417.243,379.736
422.185,387.009
421.472,383.517
423.201,381.868
421.674,387.616
419.21,382.5
424.649,389.434
420.301,383.401
422.271,380.955
418.828,381.348
423.952,374.471
417.146,375.396
417.393,370.31
422.809,372.565
418.994,376.559
424.778,373.964
422.075,380.471
429.961,379.538
425.805,386.729
424.917,382.408
428.734,381.513
428.222,388.866
424.075,391.063
424.734,382.411
420.857,384.655
420.997,381.073
430.864,386.679
427.344,389.79
423.834,394.13
431.326,393.992
426.484,392.587
426.003,395.079
434.385,396.809
440.931,397.415
438.932,390.733
437.343,392.045
431.017,392.375
432.921,390.858
432.9,391.935
432.381,398.118
436.421,397.99
443.119,407.357
