x,y
164.339,120.924
158.989,110.98
163.967,109.79
155.664,111.774
165.045,105.354
170.526,102.924
170.326,105.038
169.918,108.067
169.589,108.353
165.256,120.688
174.401,113.422
167.234,111.796
173.488,111.665
172.679,104.99
171.575,112.293
171.252,110.907
164.723,109.578
158.768,107.387
154.462,105.762
152.719,104.988
149.529,104.146
148.754,103.95
148.551,103.594
148.576,103.249
148.609,102.873
148.584,102.941
148.754,102.979
148.781,102.894
148.818,102.79
148.745,102.853
148.851,102.725
148.61,102.943
148.383,104.283
148.69,105.059
148.591,104.992
149.221,105.307
150.926,105.786
151.861,106.052
152.963,106.266
153.68,106.28
154.565,106.067
154.595,105.645
154.853,105.973
155.108,105.634
154.854,105.839
154.905,105.867
155.05,105.634
154.967,105.638
155.114,105.485
155.208,105.386
155.291,105.21
155.298,105.213
155.289,105.23
155.306,105.193
155.315,105.118
155.35,105.019
155.431,104.888
155.433,104.854
155.417,104.786
155.497,104.745
155.63,104.598
155.686,104.51
155.789,104.444
155.851,104.31
155.98,104.119
155.983,104.141
155.995,104.059
155.984,104.1
156.05,103.916
156.082,103.892
155.243,104.394
156.103,103.805
156.225,103.514
156.188,103.512
156.189,103.439
156.256,103.396
156.344,103.153
156.552,102.48
156.641,102.27
156.64,102.034
156.827,101.566
156.924,101.229
157.0,100.815
157.671,100.262
157.815,99.86
158.11,99.679
157.358,98.632
157.239,97.517
156.355,95.451
155.775,93.958
154.749,92.8
154.543,92.587
153.807,92.172
154.225,92.281
153.953,91.725
154.068,91.608
154.274,91.619
154.494,91.751
154.266,91.668
154.036,91.453
154.073,91.496
154.252,91.583
154.268,91.65
154.543,91.754
154.562,91.782
154.623,91.753
154.427,91.598
154.584,91.661
154.541,91.647
154.558,91.677
154.541,91.673
154.631,91.709
154.576,91.659
154.501,91.57
154.345,91.382
154.323,91.3
154.212,91.267
154.121,91.142
154.029,90.953
153.723,90.647
153.469,90.468
153.176,90.195
152.513,89.294
153.111,88.826
153.617,88.937
152.688,88.699
152.553,88.54
152.301,88.287
152.458,87.473
152.501,87.394
152.63,86.417
153.809,83.33
153.451,85.092
153.391,84.429
153.236,82.884
154.473,80.655
153.905,83.556
154.321,82.764
154.358,82.958
154.497,82.779
154.363,82.856
154.243,82.89
154.856,81.522
155.098,81.387
155.452,81.142
155.733,80.84
