x,y
126.683,238.115
133.233,226.671
147.969,220.743
154.749,224.401
153.196,237.512
142.392,234.81
140.878,225.234
142.93,213.633
146.214,206.591
145.84,200.17
145.637,198.67
146.075,196.583
147.12,195.112
147.544,194.488
148.861,190.988
151.324,190.558
151.807,190.086
149.997,189.485
151.252,188.741
147.797,183.877
148.143,183.904
149.11,184.341
149.312,184.434
149.738,184.584
150.667,185.042
151.636,185.542
152.895,186.217
154.605,187.18
156.31,188.713
156.476,189.068
156.413,189.079
156.635,189.77
156.936,190.676
157.355,192.828
157.428,194.076
157.77,196.679
157.727,196.915
157.521,195.637
157.577,195.716
157.573,196.054
157.759,197.505
157.784,197.946
157.742,197.925
157.769,199.729
156.603,205.323
149.559,210.722
143.07,206.269
140.603,198.434
138.654,180.052
134.776,162.448
133.837,148.63
143.732,140.541
145.091,140.724
147.245,142.876
147.259,147.084
147.012,147.786
146.942,148.448
146.846,149.069
146.557,149.261
144.713,148.991
145.789,147.505
148.834,147.324
150.642,151.041
142.991,158.032
144.218,163.699
151.357,161.48
153.781,158.988
155.618,155.621
148.237,163.654
147.841,174.817
148.297,189.211
149.946,191.671
154.871,194.545
158.532,196.867
158.034,198.561
158.105,198.466
157.756,199.161
157.598,199.542
156.778,200.249
155.597,201.262
153.128,203.556
152.181,204.833
151.689,206.409
151.732,206.338
151.791,206.147
151.987,206.008
152.021,205.918
152.036,205.769
152.009,205.725
152.07,205.567
152.062,205.682
152.138,205.643
152.092,205.699
152.112,205.697
152.14,205.385
152.313,204.388
152.55,203.673
153.581,200.443
154.516,195.869
