x,y
175.497,221.668
185.151,216.91
187.696,222.197
184.08,216.083
184.892,211.754
188.3,202.112
188.742,197.014
188.471,191.667
185.045,187.906
184.451,187.41
183.252,187.044
183.075,188.32
183.481,188.375
183.198,187.096
183.254,186.883
183.25,184.061
182.383,173.271
180.523,166.422
178.071,163.971
179.639,169.541
181.666,169.832
182.104,169.13
182.31,173.478
183.19,174.725
184.145,174.494
183.087,169.108
181.471,167.412
175.719,169.992
175.706,169.958
172.572,160.222
169.16,159.922
165.429,162.371
162.232,163.162
162.229,163.3
171.846,161.4
171.925,160.887
171.669,160.873
171.515,160.889
171.614,160.65
171.477,160.98
170.605,161.313
170.107,161.855
169.86,162.894
169.316,165.047
171.594,164.536
171.52,162.951
