x,y
113.225,157.621
120.851,154.57
127.066,153.064
142.434,155.099
147.268,160.537
148.971,164.168
148.688,165.101
147.796,164.23
150.24,159.005
150.286,158.841
148.2,158.2
152.592,159.981
153.704,158.765
153.84,158.706
161.945,161.089
170.319,164.033
168.385,171.601
161.947,172.854
163.323,171.928
165.598,173.237
162.553,174.333
152.091,169.218
152.855,163.604
154.2,164.044
154.987,164.66
158.566,162.363
159.991,161.466
155.739,165.279
151.824,175.294
158.707,173.075
156.622,165.05
156.253,164.741
155.437,165.305
156.181,167.33
155.948,167.321
156.183,167.267
155.89,167.565
157.681,160.955
156.45,160.719
161.738,168.265
149.534,165.657
146.479,167.731
146.196,173.104
146.354,173.169
147.249,171.248
141.705,169.426
139.828,169.717
142.798,171.753
145.55,169.196
145.94,167.115
141.051,167.731
135.33,165.774
134.984,158.325
136.232,159.764
134.163,166.084
132.226,163.831
132.059,163.162
133.368,163.897
132.603,163.197
132.671,163.064
131.911,162.081
131.383,161.732
131.098,161.429
130.426,161.109
130.143,155.182
129.65,152.271
127.948,151.153
127.561,151.327
132.268,153.465
134.239,151.544
134.495,148.988
135.115,146.17
135.929,144.026
135.812,142.33
136.565,141.759
