x,y
137.693,172.539
138.178,168.419
138.909,158.356
137.127,153.247
129.8,138.584
133.592,129.869
126.468,122.941
127.424,111.886
129.23,103.32
136.909,93.248
138.437,90.202
138.678,85.081
136.471,86.675
135.929,87.993
135.74,91.686
136.782,97.238
136.056,100.344
130.681,106.182
128.225,107.981
127.454,108.676
126.986,108.627
130.701,104.779
135.388,100.831
137.364,99.771
138.752,98.413
144.204,93.879
148.78,93.594
150.864,99.751
150.948,100.328
150.201,101.065
149.812,101.96
148.799,104.722
148.91,107.242
151.79,108.141
160.093,104.8
160.398,103.665
159.57,98.342
154.792,96.721
151.721,99.572
152.581,102.842
153.584,112.686
156.542,122.633
158.391,125.35
162.034,125.796
165.422,120.56
164.368,116.751
160.649,113.548
159.352,112.709
159.409,112.702
162.671,112.795
164.506,112.599
165.656,112.433
166.877,112.508
167.253,113.915
166.851,114.571
165.953,115.433
164.185,116.617
161.848,117.15
157.422,115.77
159.167,109.056
158.88,108.375
156.621,106.638
154.511,106.42
149.827,107.842
149.645,107.958
151.112,109.045
152.526,113.264
153.2,113.424
157.265,111.705
156.641,105.603
155.163,104.032
155.787,104.659
162.027,105.481
161.678,104.65
161.846,103.982
168.203,99.453
172.45,96.598
171.603,96.74
169.611,97.488
163.993,93.257
163.805,91.577
163.705,91.241
163.688,90.998
163.889,90.423
164.237,89.211
164.606,87.883
164.989,87.317
165.172,87.065
165.374,87.235
165.495,89.284
163.008,95.214
163.281,100.586
169.335,107.918
171.766,99.98
171.659,99.231
170.349,107.78
168.557,112.91
166.434,111.245
164.782,110.27
164.174,110.213
163.661,110.842
162.819,111.617
162.24,112.337
162.05,113.86
162.263,114.974
162.807,115.884
163.742,116.994
164.785,117.433
165.24,117.626
165.358,118.069
165.171,118.339
164.994,118.509
164.542,118.624
163.547,118.737
161.84,118.472
160.243,117.98
159.0,117.514
158.524,117.136
158.816,115.896
162.078,112.861
165.985,115.31
166.185,117.17
168.352,112.564
169.912,109.061
168.447,105.843
168.795,104.844
171.192,103.35
179.967,108.341
181.975,100.473
182.766,103.763
185.865,107.52
180.81,117.466
181.025,120.516
179.163,118.809
183.892,112.327
188.382,97.703
189.986,97.049
190.619,100.361
190.063,105.621
190.088,96.597
181.112,104.187
177.015,102.255
164.993,104.916
162.522,106.321
160.25,106.133
