x,y
127.006,110.96
128.324,114.981
132.654,117.818
133.897,116.525
128.673,123.991
130.399,126.129
131.331,126.889
131.765,124.188
132.713,122.817
133.8,124.162
131.598,130.368
131.577,130.358
135.971,129.934
138.722,134.49
138.734,137.641
140.033,136.2
141.926,131.979
147.676,129.677
152.366,130.619
155.344,126.759
156.986,125.906
157.386,125.658
159.155,126.014
159.347,126.095
160.077,126.85
160.988,128.55
161.595,129.617
161.547,129.766
161.692,129.927
159.353,130.205
158.409,130.685
155.53,129.717
155.083,129.807
155.061,130.253
155.104,130.382
155.162,129.902
156.951,129.927
159.622,131.782
