x,y
124.895,163.31
125.224,163.224
126.696,163.491
127.756,163.869
125.243,169.58
122.999,170.072
122.174,171.322
124.167,161.416
127.667,160.33
136.16,160.639
135.75,164.363
129.337,164.891
122.307,163.243
120.245,163.341
112.414,163.206
111.732,163.041
110.888,162.959
108.771,163.977
105.669,172.89
111.668,175.845
120.041,175.335
122.299,175.233
126.663,173.218
130.208,174.298
124.725,183.462
115.665,183.922
114.435,182.077
113.047,181.018
111.618,184.085
115.017,185.914
122.918,179.247
123.499,175.116
121.865,172.308
117.406,171.382
116.37,172.101
115.814,173.915
115.21,174.28
115.302,174.322
115.229,174.305
115.353,174.352
114.752,174.354
115.006,174.338
115.285,174.257
115.138,174.205
115.965,174.353
116.772,174.501
116.983,174.495
117.115,174.51
117.193,174.533
117.333,174.51
117.289,174.494
117.31,174.516
117.444,174.538
117.41,174.55
117.552,174.542
117.795,174.643
117.755,174.493
117.645,174.528
117.82,174.594
117.846,174.555
117.799,174.62
117.924,174.55
118.192,174.629
118.056,174.585
118.218,174.549
118.474,174.417
118.959,174.501
121.833,172.727
122.376,172.446
122.519,172.292
122.89,172.192
124.309,171.277
124.552,171.108
125.247,170.901
126.823,170.779
129.968,170.864
131.426,170.816
130.546,171.77
130.507,171.332
130.623,171.182
130.68,170.966
131.131,170.649
