"","ID","x","y","t","StepX","StepY","v","State"
"2","INV1",94.524,165.203,307.32,1.017,6.32599999999999,1.62619988821349,"2"
"3","INV1",95.902,169.725,311.26,1.378,4.52199999999999,1.19982240777486,"2"
"4","INV1",97.643,172.079,315.2,1.741,2.35400000000001,0.743113097674909,"2"
"5","INV1",97.953,172.624,319.14,0.310000000000002,0.544999999999987,0.159136246243455,"2"
"6","INV1",98.131,172.557,323.08,0.177999999999997,-0.0670000000000073,0.0482720833107362,"2"
"7","INV1",97.583,176.365,327.02,-0.548000000000002,3.80800000000002,0.976453962667736,"2"
"8","INV1",96.231,180.604,330.96,-1.352,4.239,1.12928547942495,"2"
"9","INV1",87.203,189.252,334.9,-9.02799999999999,8.648,3.17302218360176,"2"
"10","INV1",83.862,188.951,338.84,-3.34100000000001,-0.301000000000016,0.851403949729015,"2"
"11","INV1",80.651,184.281,342.78,-3.211,-4.66999999999999,1.43842635652943,"2"
"12","INV1",85.946,182.69,346.72,5.295,-1.59100000000001,1.40326426008344,"2"
"13","INV1",88.536,186.716,350.66,2.59,4.02600000000001,1.21501191834069,"2"
"14","INV1",87.11,190.375,354.6,-1.426,3.65899999999999,0.996714338615984,"2"
"15","INV1",85.099,190.656,358.54,-2.011,0.281000000000006,0.515364814035431,"2"
"16","INV1",86.898,182.117,362.48,1.79899999999999,-8.53900000000002,2.21483491482209,"2"
"17","INV1",89.029,179.854,366.42,2.131,-2.26299999999998,0.788941335936568,"1"
"18","INV1",88.953,179.875,370.36,-0.0759999999999934,0.0209999999999866,0.0200121713074304,"1"
"19","INV1",88.934,180.213,374.3,-0.0190000000000055,0.337999999999994,0.0859222341289469,"2"
"20","INV1",93.439,183.185,378.24,4.505,2.97200000000001,1.36980165705089,"2"
"21","INV1",94.797,183.375,382.18,1.358,0.189999999999998,0.34802720497338,"2"
"22","INV1",95.942,185.327,386.12,1.145,1.952,0.574374454575498,"2"
"23","INV1",92.587,185.456,390.06,-3.35499999999999,0.128999999999991,0.852152059355096,"2"
"24","INV1",93.083,183.646,394,0.495999999999995,-1.81,0.476327445457363,"2"
"25","INV1",94.912,182.024,397.94,1.82900000000001,-1.62199999999999,0.620459751539265,"2"
"26","INV1",96.606,180.236,401.88,1.69399999999999,-1.78800000000001,0.625137775017739,"2"
"27","INV1",98.291,177.082,405.82,1.685,-3.154,0.907584580592588,"2"
"28","INV1",98.892,175.258,409.76,0.600999999999999,-1.82399999999998,0.487427082401672,"1"
"29","INV1",98.936,175.27,413.7,0.0440000000000111,0.0120000000000005,0.01157538502639,"1"
"30","INV1",98.933,175.259,417.64,-0.00300000000000011,-0.0110000000000241,0.00289384625660271,"1"
"31","INV1",98.978,175.351,421.58,0.0449999999999875,0.092000000000013,0.0259938627133537,"1"
"32","INV1",98.991,175.482,425.52,0.0130000000000052,0.131,0.0334120451446987,"2"
"33","INV1",99.944,177.662,429.46,0.953000000000003,2.18000000000001,0.603858740641621,"2"
"34","INV1",100.881,179.163,433.4,0.936999999999998,1.501,0.44910018230146,"2"
"35","INV1",102.445,181.087,437.34,1.56399999999999,1.92399999999998,0.629312251318949,"2"
"36","INV1",103.976,181.603,441.28,1.53100000000001,0.51600000000002,0.410054974761028,"2"
"37","INV1",105.207,180.909,445.22,1.23099999999999,-0.694000000000017,0.358667878857412,"2"
"38","INV1",105.668,180.289,449.16,0.461000000000013,-0.620000000000005,0.196093052524225,"2"
"39","INV1",106.008,179.734,453.1,0.339999999999989,-0.554999999999978,0.165194114038427,"2"
"40","INV1",106.122,179.49,457.04,0.114000000000004,-0.244,0.0683547351039147,"2"
"41","INV1",106.334,178.843,460.98,0.212000000000003,-0.64700000000002,0.172803874690184,"2"
"42","INV1",106.5,178.491,464.92,0.165999999999997,-0.351999999999975,0.0987763000580955,"2"
"43","INV1",107.184,177.981,468.86,0.683999999999997,-0.510000000000019,0.216549080081411,"2"
"44","INV1",109.16,175.872,472.8,1.976,-2.10899999999998,0.73351821422484,"2"
"45","INV1",111.783,174.523,476.74,2.623,-1.34900000000002,0.748620399648568,"2"
"46","INV1",112.935,174.288,480.68,1.152,-0.234999999999985,0.298407330656112,"1"
"47","INV1",112.656,174.271,484.62,-0.278999999999996,-0.0170000000000243,0.070943513024436,"1"
"48","INV1",113.179,174.293,488.56,0.522999999999996,0.0220000000000198,0.13285850522754,"2"
"49","INV1",114.968,174.36,492.5,1.789,0.0670000000000073,0.454379231446322,"2"
"50","INV1",116.039,174.531,496.44,1.071,0.170999999999992,0.275270393585815,"2"
"51","INV1",118.019,177.491,500.38,1.98,2.96000000000001,0.903852685243235,"2"
"52","INV1",117.272,175.725,504.32,-0.747,-1.76600000000002,0.486672396897688,"2"
"53","INV1",117.857,177.397,508.26,0.584999999999994,1.672,0.449590401108719,"2"
"54","INV1",117.589,177.94,512.2,-0.268000000000001,0.543000000000006,0.153689162531677,"2"
"55","INV1",117.339,177.663,516.14,-0.25,-0.276999999999987,0.0947040670505002,"2"
"56","INV1",116.808,178.812,520.08,-0.530999999999992,1.149,0.321260249011031,"2"
"57","INV1",115.414,179.514,524.02,-1.39400000000001,0.701999999999998,0.39613752673941,"2"
"58","INV1",114.707,179.833,527.96,-0.707000000000008,0.318999999999988,0.196861731863608,"1"
"59","INV1",114.6,180.024,531.9,-0.106999999999999,0.191000000000003,0.0555657899248447,"1"
"60","INV1",114.676,180.023,535.84,0.0760000000000076,-0.00100000000000477,0.0192910098128546,"1"
"61","INV1",114.799,179.964,539.78,0.123000000000005,-0.0589999999999975,0.034623978127483,"1"
