x,y
139.407,210.076
141.086,202.276
139.509,187.009
140.564,173.217
140.296,170.212
136.177,171.448
131.382,182.828
131.703,194.39
133.877,200.1
141.15,210.115
139.606,212.081
131.98,199.788
133.348,186.001
143.542,175.76
146.485,180.113
139.87,198.246
139.061,200.193
140.898,199.022
139.179,200.155
139.224,198.433
134.318,198.601
130.758,194.555
132.295,181.05
132.448,168.979
126.445,167.363
126.024,155.828
126.022,141.917
122.229,128.944
123.449,122.392
118.141,115.757
112.058,110.007
110.424,97.432
113.229,94.336
106.674,103.718
111.207,119.616
119.355,121.263
115.108,122.829
111.967,134.563
112.216,137.795
103.524,133.877
103.644,132.431
103.86,130.436
103.896,130.095
104.511,129.642
105.951,130.453
106.128,131.613
105.9,128.743
104.604,128.689
104.936,128.829
105.274,129.329
105.648,129.778
106.06,130.04
106.317,130.58
106.442,130.722
106.474,131.154
108.022,131.076
106.247,131.081
104.374,128.607
107.953,124.753
108.996,126.29
108.169,130.084
106.995,130.254
104.004,125.044
106.889,120.728
104.009,122.776
102.256,120.986
103.346,121.141
104.293,126.226
104.983,128.184
103.104,125.302
103.455,124.297
104.991,125.384
104.538,128.664
110.815,131.984
120.388,132.724
122.05,133.419
127.059,139.29
125.369,146.363
128.883,149.142
127.709,160.577
130.096,170.68
130.028,177.395
132.978,185.972
134.519,187.029
126.148,187.222
122.131,187.954
121.753,187.43
121.945,186.047
121.983,185.083
122.107,185.121
122.897,184.162
124.143,183.91
122.637,181.662
122.996,170.823
119.204,157.927
119.235,157.145
120.795,157.721
119.171,159.64
119.684,155.012
121.159,158.429
118.647,165.053
117.659,166.394
112.518,164.434
104.812,166.488
106.016,174.214
107.625,179.729
107.935,180.199
107.843,180.019
107.557,179.203
111.488,181.769
107.337,190.67
111.529,195.0
108.786,195.536
106.834,198.399
108.372,196.281
112.258,200.251
115.854,202.739
118.745,201.265
119.509,202.825
119.757,205.193
120.639,209.01
122.157,203.717
123.419,194.905
126.488,183.627
121.505,179.939
124.026,186.793
127.78,183.041
131.911,172.67
128.846,166.368
132.46,160.48
126.245,156.049
