x,y
46.644,125.732
45.026,124.684
44.8,122.744
46.711,122.08
46.604,121.72
46.88,121.872
47.073,122.343
47.915,123.016
52.111,130.291
48.179,129.744
46.569,127.175
48.205,126.494
48.348,126.108
48.235,125.926
48.925,125.829
52.621,132.5
51.05,135.858
49.28,137.393
49.091,138.346
48.942,138.491
41.749,133.658
43.767,131.061
44.419,129.511
44.681,128.909
44.496,128.946
44.944,128.991
44.707,128.877
44.886,128.494
44.905,128.394
45.016,128.22
45.232,128.081
45.14,128.061
45.448,127.887
45.484,127.835
45.771,127.377
45.793,127.406
45.757,127.473
45.694,127.446
45.828,127.288
45.869,127.203
45.87,127.113
46.293,126.788
46.284,126.701
46.24,126.785
46.445,126.636
46.406,126.641
46.634,126.533
46.681,126.521
46.8,126.469
47.091,126.359
46.988,126.351
47.085,126.441
47.104,126.217
47.407,126.14
47.315,126.151
47.518,126.046
47.545,126.112
47.954,126.07
47.935,125.966
48.35,125.828
48.819,126.089
49.556,126.79
50.27,127.675
51.299,129.418
53.539,133.412
53.755,133.772
53.847,134.032
53.808,134.09
53.843,134.09
53.851,134.165
53.751,134.171
53.884,134.161
53.744,134.202
53.881,134.24
53.135,134.645
51.587,134.907
49.653,134.925
48.537,134.835
47.946,134.662
47.314,134.353
46.827,134.116
46.227,133.105
46.8,129.712
49.381,128.451
50.907,128.975
51.078,130.221
50.63,132.509
49.953,133.954
48.64,135.007
48.059,135.279
47.593,135.532
47.253,135.666
53.713,132.085
54.179,131.871
54.415,132.275
54.849,133.68
55.177,134.605
55.677,135.878
56.312,137.219
57.156,138.516
57.44,138.928
58.255,140.309
58.5,141.274
59.098,141.965
59.927,143.864
60.54,145.127
60.747,145.685
60.902,145.778
61.201,146.174
61.037,146.234
61.221,146.562
61.276,146.614
61.312,146.694
61.515,146.962
61.706,147.04
62.244,147.189
63.394,147.495
64.188,147.501
63.906,147.377
63.921,147.276
63.655,147.256
63.185,147.237
62.999,147.458
62.848,147.489
61.858,147.949
60.446,148.681
55.372,150.572
55.054,150.761
55.039,150.797
55.04,150.819
54.997,150.827
54.826,150.823
54.686,150.561
55.019,150.907
57.017,149.787
58.425,149.444
58.658,149.236
59.298,148.532
59.665,148.119
60.087,146.774
59.939,146.385
59.87,146.48
60.361,147.272
60.354,147.254
60.265,147.325
60.254,146.567
59.743,144.323
59.377,143.899
59.488,143.923
59.415,143.758
58.667,143.7
