x,y
149.669,306.863
146.935,294.093
143.208,290.716
142.01,287.007
141.231,285.454
140.865,285.25
142.391,289.703
140.394,284.446
139.039,283.285
135.054,276.092
135.206,266.512
140.877,267.297
144.559,269.089
144.955,269.856
148.027,268.129
145.296,267.588
142.574,264.919
140.343,263.183
138.278,260.988
144.892,255.948
146.495,259.896
146.503,260.902
146.459,260.977
146.416,261.205
146.387,261.667
143.465,267.367
141.634,268.955
139.801,263.778
139.477,261.741
140.185,260.346
144.275,260.021
145.91,260.002
144.897,261.132
143.891,261.733
142.936,261.394
139.49,265.109
134.143,265.751
132.109,263.383
125.765,260.426
123.788,260.475
124.506,260.149
125.164,260.345
125.166,260.507
125.084,260.107
124.449,259.349
125.984,247.019
120.126,243.37
116.506,248.032
116.993,252.533
117.86,252.569
120.754,255.249
131.701,267.109
134.866,274.21
136.28,276.254
137.398,279.594
136.908,280.19
137.422,281.084
135.943,275.969
136.342,272.91
135.957,272.859
136.118,272.386
135.766,271.61
136.261,271.971
135.97,271.318
135.885,271.342
135.713,271.008
136.054,271.282
135.997,271.379
135.883,271.083
135.952,271.16
135.962,271.371
135.783,271.203
135.844,271.106
135.897,271.468
135.715,270.98
135.691,271.091
135.741,271.227
135.725,271.221
135.722,271.173
135.34,270.338
132.226,266.536
131.405,263.143
134.167,257.841
136.015,256.079
136.863,255.39
135.33,256.823
136.075,255.06
135.484,256.606
135.144,256.839
135.388,256.141
135.275,256.384
135.625,255.785
135.832,255.016
136.137,254.553
137.09,249.583
138.143,248.889
138.499,248.084
144.181,246.008
146.141,246.241
145.311,241.768
145.671,238.041
143.466,236.859
139.536,238.448
138.197,238.555
137.612,235.93
138.328,234.127
141.159,232.568
147.092,232.73
138.681,231.8
134.695,235.455
131.925,237.006
131.714,237.762
131.321,238.083
130.752,238.752
130.594,240.916
133.16,243.834
135.048,244.224
135.849,243.814
136.433,242.303
135.691,242.245
132.141,250.036
137.797,247.203
138.072,245.379
137.969,244.588
138.503,241.941
137.143,242.334
135.081,244.29
136.272,242.207
137.894,240.489
139.366,236.707
140.396,230.561
141.347,228.393
141.482,228.02
144.905,225.458
145.442,217.914
143.543,212.001
145.815,201.768
147.119,187.609
147.7,182.324
148.988,173.236
145.977,169.317
141.999,168.436
139.384,168.233
138.796,168.024
146.125,169.288
139.513,163.155
131.52,156.42
130.308,154.526
130.078,154.186
129.838,153.841
130.32,152.876
133.07,147.842
133.721,146.401
133.784,145.81
133.684,145.43
133.305,144.723
128.982,137.766
129.176,135.717
128.366,131.455
128.501,130.13
130.484,132.654
130.702,133.625
129.657,133.259
127.69,132.025
128.137,130.052
128.888,129.587
129.476,128.184
129.965,128.536
130.127,128.574
129.877,128.648
129.958,128.713
130.239,128.529
128.583,127.114
129.586,128.13
128.133,130.647
128.034,131.478
132.634,133.914
133.74,140.91
133.428,141.551
133.493,141.547
133.678,141.49
133.592,141.337
133.665,141.292
133.597,141.881
133.826,142.209
133.946,142.273
134.213,142.414
134.825,142.76
135.475,143.285
138.845,143.664
140.043,142.899
140.147,142.888
139.929,142.589
138.838,143.798
138.682,144.038
141.213,144.676
148.291,132.477
150.179,128.403
150.388,128.264
157.155,115.138
155.411,108.583
152.058,105.956
146.872,103.846
145.895,102.086
146.005,102.368
145.904,102.412
146.213,101.2
147.735,100.598
148.167,100.025
148.994,98.526
148.336,85.647
148.703,85.048
149.51,82.694
142.942,78.355
139.86,73.579
129.3,74.367
128.393,78.461
131.994,86.849
139.134,91.61
139.751,91.454
139.718,90.902
143.532,90.401
143.762,90.38
144.184,90.686
144.5,89.401
144.555,89.801
144.15,90.042
144.524,89.379
143.402,89.036
143.108,88.298
148.115,84.876
148.3,85.032
149.591,69.575
151.264,79.229
159.88,80.434
163.63,81.239
