x,y
67.169,9.255
64.701,13.317
59.874,20.548
57.013,30.986
48.539,34.546
44.255,37.794
43.054,41.784
42.274,43.849
45.27,50.054
56.605,48.577
57.117,39.464
54.283,38.281
56.584,45.532
60.141,50.809
62.269,57.301
61.301,64.789
60.218,68.93
59.038,67.241
58.416,65.772
58.337,65.677
57.902,65.276
56.099,66.415
59.534,71.05
59.812,72.141
61.58,73.718
63.12,76.287
67.292,70.093
68.403,67.036
64.728,64.927
61.063,71.765
61.904,81.393
62.25,87.817
61.894,91.642
62.187,96.002
62.417,97.987
62.287,99.522
62.169,101.187
62.407,102.823
62.691,103.89
63.48,104.515
63.804,104.852
65.403,107.184
67.954,110.908
68.324,111.925
68.885,112.629
69.681,113.299
71.069,114.532
73.266,116.213
73.954,117.118
74.49,117.457
75.145,118.54
78.338,122.954
82.692,126.536
85.03,128.586
84.912,128.421
84.929,128.511
85.775,129.285
86.038,129.278
86.208,129.676
86.127,129.202
86.458,129.214
86.169,129.283
86.277,129.329
87.916,130.807
88.045,130.784
87.76,130.476
88.593,130.528
88.385,131.073
88.398,130.823
88.337,130.754
88.154,130.655
88.177,130.631
88.137,130.88
88.439,131.337
88.95,131.464
88.484,131.128
88.292,131.235
88.63,131.68
88.64,131.626
88.299,131.299
88.856,131.416
89.214,131.667
89.511,132.171
89.219,132.102
89.585,132.056
89.438,132.083
89.513,131.702
89.781,132.463
89.325,131.826
89.428,131.899
89.53,132.305
89.063,131.8
89.706,131.907
89.309,131.834
89.439,131.955
89.702,132.276
90.344,132.482
90.518,133.082
93.854,134.836
96.679,135.407
99.554,133.845
97.946,130.963
95.747,130.391
94.989,130.596
94.415,131.695
94.106,132.229
93.936,132.933
94.197,133.974
94.851,134.556
95.602,134.807
96.603,134.71
95.511,131.813
93.693,130.921
91.927,131.894
94.547,135.374
94.355,135.544
92.486,136.283
91.247,136.749
90.695,137.357
95.283,139.368
95.877,140.073
95.774,140.307
95.765,140.617
95.247,141.61
95.907,143.343
95.251,142.963
94.847,142.654
94.378,142.152
94.301,141.627
94.055,142.039
94.249,141.965
94.16,141.611
94.263,141.577
94.028,141.359
94.356,141.054
94.557,141.217
94.36,140.179
95.461,139.747
95.0,139.728
95.318,139.631
95.766,140.171
95.354,139.857
95.405,139.98
95.459,139.979
95.504,140.05
96.004,140.174
95.42,140.112
94.841,140.676
93.986,141.175
93.937,141.309
93.207,141.582
92.496,141.7
92.874,141.8
92.573,141.668
92.837,141.562
92.719,141.838
92.637,141.715
92.655,141.667
92.084,140.889
91.649,141.044
88.296,138.402
87.532,137.48
85.019,137.634
82.466,137.819
82.673,137.059
82.262,134.62
81.035,131.904
75.851,132.574
