x,y
211.486,53.661
223.482,53.58
224.005,58.734
222.672,60.274
219.222,59.918
217.299,57.804
217.391,56.55
217.621,55.998
217.498,55.896
217.635,56.007
217.643,56.092
217.805,56.128
218.777,57.6
218.297,57.829
218.799,60.103
221.479,63.694
221.559,66.59
217.595,60.741
218.8,57.518
218.993,56.667
219.482,56.889
218.945,56.92
218.958,56.686
219.264,55.981
219.947,55.491
220.432,55.368
219.846,57.386
217.153,60.877
217.009,60.942
216.869,61.026
215.237,60.073
206.837,60.105
200.682,69.736
199.687,77.726
199.333,86.304
197.531,96.669
197.555,105.307
202.583,107.92
205.269,102.509
199.686,97.578
199.304,103.013
198.931,106.809
204.728,111.551
206.949,115.26
202.886,121.318
198.08,123.978
196.794,125.077
196.015,124.296
195.434,119.63
196.095,117.132
199.12,116.707
200.736,124.569
199.014,125.098
192.894,124.526
194.643,122.949
196.94,123.142
199.524,122.883
199.136,122.405
197.844,122.876
197.597,120.043
200.545,123.146
195.467,129.927
195.644,129.931
195.735,122.914
198.706,120.201
200.418,113.642
199.267,110.978
198.277,110.135
198.024,110.012
196.286,108.986
193.316,102.751
196.772,94.1
191.781,88.58
190.28,86.865
188.674,83.815
189.834,70.307
196.105,67.117
192.25,57.865
191.64,56.006
192.915,51.089
188.108,39.359
186.565,37.495
184.577,35.898
182.623,33.053
