x,y
149.767,192.736
152.959,189.929
159.892,194.53
158.538,201.232
151.691,205.593
146.315,207.701
144.297,206.155
141.781,203.273
140.106,198.523
143.032,198.7
144.045,203.498
136.387,204.355
123.257,201.336
113.633,196.364
110.851,190.098
122.758,180.829
125.258,180.878
126.19,182.135
125.46,184.396
121.433,186.542
116.54,183.324
120.977,176.608
123.888,179.222
121.999,185.837
120.321,188.246
116.898,189.312
109.761,186.943
106.409,182.513
105.44,180.665
105.891,179.204
106.58,178.304
109.069,177.773
109.602,177.176
105.989,179.291
105.584,181.54
105.576,184.296
104.493,186.426
102.176,182.975
100.24,181.697
99.989,181.458
99.911,181.308
99.873,181.423
100.096,181.767
99.561,181.418
97.111,179.487
91.986,179.742
82.352,186.444
79.587,191.086
78.528,197.744
79.668,206.244
79.381,209.725
75.926,205.523
76.305,198.07
76.647,186.39
76.443,172.177
74.3,167.178
68.924,171.334
68.913,171.946
68.897,172.711
69.192,173.69
70.553,175.153
71.785,175.872
72.509,176.121
72.387,175.995
74.189,175.983
74.587,175.786
73.823,175.536
75.21,175.011
75.342,174.746
75.262,174.093
75.224,173.909
75.216,174.028
74.997,174.209
74.88,174.106
75.149,173.988
75.45,173.494
75.5,173.5
74.464,173.825
73.235,174.005
71.489,175.389
71.393,175.872
71.12,175.956
70.898,177.192
70.493,177.463
70.371,178.176
70.361,178.167
70.375,178.566
70.2,178.342
70.141,178.41
69.772,179.134
70.443,179.243
70.18,179.128
70.339,179.231
70.649,180.191
71.108,180.07
73.011,180.446
74.418,178.813
76.56,174.978
76.676,174.269
76.545,174.417
76.288,174.202
76.181,174.205
75.861,174.326
75.012,174.485
69.973,178.154
71.222,184.011
71.962,184.587
72.711,184.466
74.065,184.14
76.175,183.56
77.771,183.073
78.04,182.801
78.178,182.609
76.462,183.299
75.661,183.872
74.507,184.361
75.104,184.409
73.996,185.262
73.496,185.52
73.42,185.708
72.817,185.956
72.715,186.118
72.551,186.187
71.748,187.067
71.593,187.298
71.763,187.121
71.578,187.254
71.697,187.304
71.579,187.448
71.504,187.539
71.605,187.433
71.579,187.561
71.526,187.853
71.499,188.077
71.485,188.085
71.481,188.261
71.597,188.264
71.59,188.446
71.664,189.038
71.713,189.245
71.942,189.643
72.011,189.683
72.191,190.137
72.888,190.857
73.192,191.343
73.872,192.177
75.38,193.199
78.029,193.735
81.769,193.684
82.623,193.563
82.724,193.499
82.891,193.512
81.678,194.394
75.405,194.871
