x,y
232.147,15.135
224.62,19.391
222.413,22.303
222.618,26.481
220.019,33.578
221.52,40.052
224.632,38.553
226.041,36.676
233.093,40.699
233.15,42.275
232.975,42.958
232.327,44.387
232.352,44.299
235.792,42.113
243.697,43.517
234.723,50.826
230.206,57.603
236.214,68.029
242.893,68.833
244.372,67.553
243.484,62.158
248.594,59.929
248.66,68.312
245.652,72.406
239.555,72.443
232.962,77.224
229.383,76.779
223.633,70.255
215.18,78.81
212.272,71.576
205.733,64.669
201.466,69.324
205.435,69.841
213.136,68.264
212.591,58.031
212.893,53.0
221.075,50.007
227.882,59.884
235.085,59.616
234.683,55.992
230.194,63.292
