x,y
139.487,182.097
142.631,170.244
145.847,167.754
136.639,160.683
133.384,147.531
137.969,144.653
141.322,137.658
142.281,128.574
142.196,125.673
141.16,120.212
146.217,112.707
153.627,112.98
159.117,110.277
160.344,106.106
160.578,104.857
160.875,103.675
161.316,102.721
161.763,102.105
162.024,101.846
162.418,101.516
162.637,101.395
163.574,100.753
164.817,100.007
166.864,99.114
168.667,98.441
171.08,97.821
175.863,106.414
168.863,106.741
170.318,105.473
175.236,112.11
174.58,110.947
183.731,104.81
187.174,110.255
193.253,122.405
193.341,135.943
193.171,142.998
194.361,149.185
192.861,159.45
193.744,161.986
188.081,172.483
180.262,182.555
176.251,182.968
175.878,171.3
171.049,161.869
168.881,155.946
172.19,146.584
166.929,135.198
