t,MSD
4.0,18.77080774509804
8.0,43.69818746000001
12.0,60.348189571428556
16.0,69.80898995833333
20.0,74.52265785106383
24.0,81.60408465217391
28.0,86.3909940888889
32.0,87.48586081818182
36.0,83.53567190697673
40.0,80.40598435714284
44.0,77.84755921951222
48.0,75.00903027500003
52.0,69.71040735897438
56.0,67.54383936842108
60.0,71.47694213513516
64.0,79.96731572222222
68.0,83.41699705714285
72.0,81.16543926470587
76.0,86.85290233333332
80.0,94.72530306250002
84.0,104.04880474193548
88.0,110.6139616666667
92.0,108.40482503448274
96.0,101.93794742857145
100.0,89.33714670370374
104.0,72.70251480769232
