t,MSD
4.0,86.15646172463771
8.0,253.89245225000002
12.0,449.95876835820894
16.0,616.7725340757576
20.0,740.1089255384616
24.0,831.122620203125
28.0,860.8542115079366
32.0,850.5159283548387
36.0,835.1942826065573
40.0,845.9729426499997
44.0,896.6776182881358
48.0,987.0502542586206
52.0,1087.8894738245613
56.0,1169.1996374821429
60.0,1243.0913979272725
64.0,1309.657414
68.0,1376.9686406981132
72.0,1466.0222227115385
76.0,1599.3566945294117
80.0,1747.5414217999999
84.0,1917.964532020408
88.0,2070.4854211875
92.0,2208.245934468085
96.0,2295.2531119347827
100.0,2375.2541474444447
104.0,2489.7922745454543
108.0,2655.234689534884
112.0,2850.0804479523804
116.0,3053.970079073171
120.0,3233.922309425
124.0,3404.4707390256413
128.0,3555.099585157895
132.0,3722.63806945946
136.0,3888.9155762777777
140.0,4052.1867057714285
