t,MSD
4.0,29.83764388157894
8.0,107.90247189333334
12.0,223.13965699999997
16.0,361.22618064383556
20.0,508.6828472916667
24.0,655.130688112676
28.0,790.1866354
32.0,923.4883027681159
36.0,1066.7909625
40.0,1223.1699850597015
44.0,1397.3907547424242
48.0,1592.6970341230767
52.0,1802.3289480468752
56.0,2030.54391715873
60.0,2265.9337119516126
64.0,2521.4119904262297
68.0,2794.9006533333327
72.0,3085.745786254237
76.0,3393.4798340862067
80.0,3705.642009298246
84.0,4003.0000749642854
88.0,4283.610347636362
92.0,4508.589281962962
96.0,4666.051153792453
100.0,4764.901890749999
104.0,4828.284756686274
108.0,4910.5026931600005
112.0,5013.132865102041
116.0,5171.37374625
120.0,5362.447569553192
124.0,5568.837947217392
128.0,5760.890200933334
132.0,5914.562566249999
136.0,6051.519740232558
140.0,6190.247768404763
144.0,6332.031309000001
148.0,6473.21747005
152.0,6605.846250282051
