t,MSD
4.0,8.52486765367965
8.0,24.98305879999999
12.0,45.17948337117903
16.0,66.33844478070175
20.0,87.65072166960353
24.0,106.99828791150442
28.0,125.17696415555554
32.0,142.4239204955357
36.0,158.4989743542601
40.0,173.8426505810811
44.0,188.807597239819
48.0,203.9884600681818
52.0,219.5293802648402
56.0,235.1043717155963
60.0,250.9090926912442
64.0,267.1204799259259
68.0,283.37405965581394
72.0,299.4285714018691
76.0,316.38254185446016
80.0,333.76099469339624
84.0,351.30429907109004
88.0,368.1297695380952
92.0,384.95511093779913
96.0,401.5517188317308
100.0,417.1104275555554
104.0,430.5878129902913
108.0,441.0786052731709
112.0,449.9348329019609
116.0,458.262183044335
120.0,466.5826666188119
124.0,476.239979159204
128.0,486.88200975499996
132.0,496.86733850753774
136.0,505.6433425101009
140.0,513.2519214771575
144.0,519.3063491071429
148.0,524.6036751948718
152.0,529.4324978195876
156.0,534.2824459481865
160.0,539.5743785260416
164.0,545.0498305287957
168.0,551.3958358473685
172.0,559.0004862645503
176.0,567.9305134574466
180.0,576.713671379679
184.0,584.6196932741935
188.0,590.8720375621622
192.0,596.7698185706521
196.0,605.6146235956284
200.0,616.1767308956044
204.0,627.1324535524861
208.0,637.4108784944445
212.0,645.0518042569832
216.0,650.1695013426967
220.0,653.8302167853109
224.0,657.3571991250001
228.0,660.6118819714287
232.0,663.4941911609195
236.0,667.1373115375723
240.0,671.3682028255814
244.0,675.9558179239767
248.0,680.7766203529411
252.0,685.7477423550297
256.0,689.4388967619047
260.0,691.7798891616768
264.0,693.2646724096386
268.0,692.7388989757576
272.0,688.6022464817073
276.0,682.5662746932517
280.0,674.4808579567901
284.0,664.7085614285714
288.0,657.0449202812501
292.0,652.0038758930817
296.0,648.8834201645569
300.0,646.1890547261145
304.0,645.0942389230769
308.0,645.35303136129
312.0,647.309821948052
316.0,650.6596206339868
320.0,654.4423398552632
324.0,657.0362875695364
328.0,658.9687927066667
332.0,660.4416965033557
336.0,661.3241508513513
340.0,662.3242975850341
344.0,665.4407625479453
348.0,671.6230356689655
352.0,681.4779814513888
356.0,695.2308197692306
360.0,713.2611347253521
364.0,736.0224555390071
368.0,761.4633823857141
372.0,785.5758460935251
376.0,804.5242579999999
380.0,817.5404493941604
384.0,829.207410992647
388.0,840.4621882814815
392.0,850.5092651268656
396.0,860.0034121729324
400.0,868.6287840984849
404.0,877.128138534351
408.0,886.1422431846154
412.0,895.69293472093
416.0,905.6750580781251
420.0,915.5652176614175
424.0,923.9195252460316
428.0,929.939149368
432.0,935.3370363145161
436.0,941.1054895772359
440.0,948.9218031557378
444.0,959.3156018842975
448.0,971.569307225
452.0,983.8370572689078
456.0,997.5176891694914
460.0,1013.5097435726498
464.0,1030.0969195
