t,MSD
4.0,78.21856609523809
8.0,254.21281766129027
12.0,486.0952425081967
16.0,754.7121093333335
20.0,1069.893564745763
24.0,1414.836103844828
28.0,1779.4609447368425
32.0,2174.374278125
36.0,2599.9193427454543
40.0,3067.1029100740743
44.0,3560.213272811321
48.0,4082.127261423077
52.0,4632.450036274509
56.0,5223.059907340001
60.0,5825.636125530613
64.0,6436.2420202708345
68.0,7038.093344936171
72.0,7632.68569978261
76.0,8182.245038622224
80.0,8698.70882818182
84.0,9152.821883651162
88.0,9561.983380785714
92.0,9953.784616756098
96.0,10333.222156
100.0,10688.567075666668
104.0,11118.878908078948
108.0,11560.728836324326
112.0,12005.930378222223
116.0,12402.481220771431
120.0,12725.112472441178
124.0,12970.492776242425
128.0,13094.551917593752
