t,MSD
4.0,56.901246246753246
8.0,196.41095280263156
12.0,404.7909303733333
16.0,663.8383890675675
20.0,960.6183385890411
24.0,1279.0745197361111
28.0,1602.4338023661971
32.0,1923.894170085714
36.0,2246.760663144928
40.0,2558.771371617647
44.0,2846.3347827761195
48.0,3116.1892634242427
52.0,3382.5658494615386
56.0,3648.5819615312494
60.0,3888.012738349206
64.0,4126.634186967742
68.0,4361.616828131147
72.0,4595.640843849999
76.0,4845.1444080169495
80.0,5088.478254982758
84.0,5309.0654147543855
88.0,5486.651194607142
92.0,5657.941457309092
96.0,5825.5815895
100.0,6017.217836905661
104.0,6251.286242269231
108.0,6521.084516803921
112.0,6806.06616712
116.0,7076.820359346937
120.0,7332.148256187499
124.0,7595.831468744682
128.0,7880.996972326088
132.0,8119.559867022225
136.0,8321.040372113637
140.0,8427.25514651163
144.0,8451.123876071428
148.0,8346.589889560975
152.0,8160.913433650001
156.0,7890.379783769231
