t,MSD
4.0,32.29350813265307
8.0,71.21722560824746
12.0,81.875433
16.0,81.08523815789476
20.0,90.14274912765958
24.0,111.85395251612904
28.0,141.27400516304346
32.0,164.82972571428573
36.0,175.70338551111115
40.0,189.46766085393259
44.0,210.1806094204546
48.0,227.97256062068968
52.0,243.35137627906977
56.0,263.4913597294118
60.0,288.89128671428574
64.0,309.04008832530127
68.0,326.4036348048781
72.0,346.96389527160494
76.0,369.69813722500004
80.0,392.3730907341773
84.0,417.01376115384613
88.0,439.242599103896
92.0,463.04276952631574
96.0,484.8398717733333
100.0,502.82231314864856
104.0,521.8862703424657
108.0,546.6778506805556
112.0,572.592719112676
116.0,596.0894861428573
120.0,619.0732894782609
124.0,642.6638742794119
128.0,666.1631079402986
132.0,682.8607708181819
136.0,699.4803874769233
140.0,724.0164108593752
144.0,745.9401056190478
148.0,758.3070890967743
152.0,772.2861216065577
156.0,800.1410250833334
160.0,836.1901253728813
164.0,868.4546623448276
168.0,891.4579514561406
172.0,909.0672301964286
176.0,932.5874593454544
180.0,972.442807851852
184.0,1014.5401720188679
188.0,1042.1035442115385
192.0,1061.0779119215688
196.0,1087.3484576399999
200.0,1127.2345058775509
