t,MSD
4.0,44.046891171717164
8.0,117.25518824489797
12.0,196.33785141237112
16.0,286.2830162916667
20.0,382.8458375157894
24.0,470.98810767021286
28.0,558.7010881612902
32.0,649.0039128586956
36.0,732.2692077692305
40.0,804.2332605333331
44.0,878.1096406067417
48.0,955.7984777500001
52.0,1038.8782578505745
56.0,1130.1630441279071
60.0,1229.1212063764706
64.0,1324.3972479642855
68.0,1422.4956223253014
72.0,1521.919154804878
76.0,1619.7189606666666
80.0,1715.7027649875
84.0,1822.9572127594931
88.0,1927.9634784487175
92.0,2010.0758395324667
96.0,2102.526245986842
100.0,2183.7704659733326
104.0,2246.355643135135
108.0,2324.6494946438356
112.0,2412.2286144444447
116.0,2500.120114450704
120.0,2597.5765065714286
124.0,2724.062242594203
128.0,2829.8863942941175
132.0,2869.979394149254
136.0,2878.464399348485
140.0,2900.985877830769
144.0,2896.9057099843753
148.0,2923.224844920634
152.0,2979.966762612903
156.0,3018.2135627868856
160.0,3046.1512725166667
164.0,3101.8792935932206
168.0,3185.669869982758
172.0,3252.503479578948
176.0,3297.4122315178574
180.0,3333.5989837090915
184.0,3363.677852629629
188.0,3409.34872635849
192.0,3472.2445206730767
196.0,3529.2816293529418
200.0,3579.7260255200003
