t,MSD
4.0,45.42863190062113
8.0,74.79681698750002
12.0,51.469612031446545
16.0,66.87184686708864
20.0,99.48360075159236
24.0,94.55980114102564
28.0,93.18552136129034
32.0,117.46829051948055
36.0,127.64253958169937
40.0,125.4222254144737
44.0,140.42472149668873
48.0,152.45892848666668
52.0,150.2868072147651
56.0,162.38912954729733
60.0,179.02535248979592
64.0,186.97881152739728
68.0,201.582372
72.0,211.38412684027773
76.0,218.15079553846152
80.0,235.34350740140846
84.0,247.52782237588644
88.0,248.78674907142855
92.0,259.5822931223022
96.0,276.4068007246376
100.0,277.4211431021897
104.0,279.26974396323527
108.0,300.1148174444445
112.0,303.2806762686568
116.0,294.6842384210526
120.0,309.7949265757576
124.0,317.7765443206107
128.0,311.48302527692306
132.0,326.09151578294575
136.0,347.6771378749999
140.0,345.38406130708654
144.0,338.65565451587304
148.0,346.606855752
152.0,355.7559530645161
156.0,352.17692813821134
160.0,350.61509372950815
164.0,355.8924367355372
168.0,361.2278077916666
172.0,366.80332378151263
176.0,370.0006043559321
180.0,377.17149029914526
184.0,390.4520130172414
188.0,397.49291945217385
192.0,401.76297148245607
196.0,401.1072037522123
200.0,411.41225402678566
204.0,421.4723717477477
208.0,425.6996406545453
212.0,433.48885119266055
216.0,439.53603630555557
220.0,437.28006002803727
224.0,437.43159443396235
228.0,437.6305246476191
232.0,437.78145344230757
236.0,441.25444131067957
240.0,437.60365054901956
244.0,434.04034380198016
248.0,432.3336072999999
252.0,433.98294628282827
256.0,438.74241714285716
260.0,440.6765062680412
264.0,445.58034698958335
268.0,451.6996336105262
272.0,448.96623712765955
276.0,450.40075652688165
280.0,456.2883000543477
284.0,457.56014590109874
288.0,457.74384505555554
292.0,458.10143105617976
296.0,474.1333705681818
300.0,477.3974051494253
304.0,470.6709224069766
308.0,483.268648082353
312.0,491.2343640238095
316.0,484.324581819277
320.0,486.9653377317072
324.0,490.3254747037035
