t,MSD
4.0,20.88272593805311
8.0,49.66548161607147
12.0,75.08102569369369
16.0,99.71705588181818
20.0,115.46838008256884
24.0,125.8139220277778
28.0,133.34207850467288
32.0,141.13169508490572
36.0,156.56225952380962
40.0,169.451911923077
44.0,186.04474340776704
48.0,201.86365677450988
52.0,211.73798793069312
56.0,218.23687228000006
60.0,225.53715554545462
64.0,243.5385545408164
68.0,259.2905098556701
72.0,272.6773673333334
76.0,298.4491360526316
80.0,326.9713531170213
84.0,348.3864056344086
88.0,369.18521672826097
92.0,388.1135978901099
96.0,406.4040497777778
100.0,423.39608180898887
104.0,440.11843437500005
108.0,456.0376855172415
112.0,470.0677232906977
116.0,481.4470106941177
120.0,490.7802500238096
124.0,494.3192687951808
128.0,496.43037342682936
132.0,499.50195501234566
136.0,507.3932508500001
140.0,525.1497574936708
144.0,544.9329482948717
148.0,566.688681805195
152.0,588.6058748815791
156.0,610.9993907066666
160.0,634.0033983648649
164.0,657.2559769452056
168.0,683.0857992361111
172.0,715.1896788169016
176.0,751.2279258142858
180.0,784.2274191449277
184.0,804.9446753529412
188.0,824.1952730000002
192.0,848.4768100757576
196.0,882.0160016769233
200.0,921.0357686406252
204.0,960.6517785873017
208.0,1001.9541188548388
212.0,1045.9744960819673
216.0,1093.6785029333332
220.0,1140.0150010169493
224.0,1185.3436804827586
228.0,1229.6647798070173
