t,MSD
4.0,22.08713897777777
8.0,56.48737465909089
12.0,94.28904923255814
16.0,135.68208285714283
20.0,183.5427838536585
24.0,225.53279209999997
28.0,256.42012043589745
32.0,273.9250764473684
36.0,293.7149611351352
40.0,324.0345944722222
44.0,363.67027631428573
48.0,417.2588999411764
52.0,481.9735717878787
56.0,559.2155169062501
60.0,639.9587820645162
64.0,717.6384008333333
68.0,765.1495723793103
72.0,787.2625185714285
76.0,801.3146288518518
80.0,841.9504336153847
84.0,892.0767310800001
88.0,943.9794072499998
92.0,1026.6461669130433
