t,MSD
4.0,19.07609620588235
8.0,50.39692892079206
12.0,76.49785947999997
16.0,95.59884798989899
20.0,112.5146743163265
24.0,131.1134896391752
28.0,144.30567194791658
32.0,148.43037392631572
36.0,150.0714592659575
40.0,154.38525358064516
44.0,165.25736810869566
48.0,178.1710111428571
52.0,189.5485298666666
56.0,201.52380425842694
60.0,212.78647255681815
64.0,220.19278342528736
68.0,221.15916263953486
72.0,214.7328999294118
76.0,206.2285568452381
80.0,198.05404325301205
84.0,190.57468192682927
88.0,183.80121537037033
92.0,177.53642071249996
96.0,174.1248442658228
100.0,176.36082508974357
104.0,178.32203051948048
108.0,179.4380977368421
112.0,182.6688706933333
116.0,187.67557032432433
120.0,192.91486519178085
124.0,198.42802616666665
128.0,203.42914218309855
132.0,209.02776999999998
136.0,213.5826742463768
140.0,218.84231914705882
144.0,220.33820449253733
148.0,221.08440553030303
152.0,223.05301620000003
156.0,228.469288109375
160.0,233.0527527142857
164.0,235.33108670967744
168.0,240.57588572131144
172.0,246.3137845833333
176.0,248.2799918813559
180.0,246.18759641379296
184.0,246.2727896315789
188.0,249.46164623214284
192.0,260.2067346181818
196.0,268.44430025925925
200.0,273.0772883584905
204.0,276.49341999999996
208.0,284.1540223529412
