t,MSD
4.0,1.560664404699739
8.0,3.799138730366492
12.0,6.7425279816273
16.0,9.871101110526316
20.0,12.920297656992089
24.0,16.453864656084658
28.0,20.16006090185677
32.0,24.49148961702128
36.0,28.42921966933334
40.0,30.762737098930497
44.0,32.80762714209116
48.0,34.57560594623657
52.0,36.430998037735854
56.0,38.26239257027028
60.0,40.08796059078592
64.0,41.52127845108694
68.0,42.76367315803813
72.0,44.09107364207651
76.0,44.93238302739726
80.0,46.16574130769232
84.0,47.56361958953169
88.0,48.88639309668507
92.0,50.06022005817174
96.0,50.94698052222222
100.0,51.90832002506964
104.0,52.7793494301676
108.0,53.71576516246498
112.0,54.7958040786517
116.0,55.944293923943654
120.0,57.10815057062147
124.0,58.06706713597735
128.0,59.21489907386365
132.0,60.492784199430204
136.0,61.46990917142857
140.0,62.44780422922636
144.0,63.57616663218392
148.0,64.70964485014409
152.0,66.04292214739884
156.0,67.38272872173914
160.0,68.9111243604651
164.0,70.4692000349854
168.0,72.20617079824562
172.0,74.0141925249267
176.0,76.10032680294117
180.0,78.32688205309734
184.0,80.59743280473371
188.0,83.00569138575665
192.0,85.53068057142858
196.0,87.82148114029849
200.0,89.15905653293414
204.0,89.9870512972973
208.0,90.92202644879517
212.0,92.3150200876133
216.0,94.05402485757575
220.0,96.04913953495438
224.0,98.10313744817073
228.0,100.2112087737003
232.0,102.29784391104293
236.0,104.50653591076924
240.0,106.5264201419753
244.0,108.63375917027865
248.0,110.68620528881989
252.0,112.39218431152648
256.0,114.030148496875
260.0,115.37754000940443
264.0,117.05703595283018
268.0,118.30727589905365
272.0,119.90406729113926
276.0,121.39908055873016
280.0,122.88939557006373
284.0,123.91251694249202
288.0,124.87129366666669
292.0,125.63004573954984
296.0,126.54679674516134
300.0,127.53674811974108
304.0,128.4848068538961
308.0,129.26734655048858
312.0,130.2406372124183
316.0,131.08483653770494
320.0,131.91612311513163
324.0,132.87397284818482
328.0,133.85211830794702
332.0,134.62383809634557
336.0,135.5230474233334
340.0,136.31834650167224
344.0,137.12125449664433
348.0,137.72902267340066
352.0,138.31815258108114
356.0,139.07197335254236
360.0,140.1978048877551
364.0,141.242350778157
368.0,142.1495339143836
372.0,143.22024694845365
376.0,144.37305305517242
380.0,145.56710877854675
384.0,146.59860893750005
388.0,147.67657357839727
392.0,148.6610122762238
396.0,149.58119852982458
400.0,150.70382574295778
404.0,151.8805789893993
408.0,153.03881673404257
412.0,154.07421946619215
416.0,155.20098128571428
420.0,156.34541739426527
424.0,157.45125763669066
428.0,158.6208833754513
432.0,159.84571973550726
436.0,161.11185537454546
440.0,162.3785785620438
444.0,163.77078865934067
448.0,165.1563191875
452.0,166.76801110332104
456.0,168.16577784444448
460.0,169.65306599256508
464.0,171.146056869403
468.0,172.71429141947567
472.0,174.0790470300752
476.0,175.6126101283019
480.0,177.3432703219697
484.0,179.05862847528516
488.0,180.56793816412213
492.0,182.08145530268197
496.0,183.68512323461542
500.0,185.35766970656374
504.0,187.0916671627907
508.0,188.5956191011673
512.0,190.30201076953128
516.0,192.0595804156862
520.0,193.85124467716525
524.0,195.0841322134387
528.0,196.3971768174603
532.0,197.58270745816733
536.0,198.78909872799997
540.0,200.0141194618474
544.0,201.4595821491936
548.0,202.9421532631579
552.0,204.327372
556.0,205.56839453469388
560.0,207.02610197950824
564.0,208.39819360493826
568.0,209.90304074793391
572.0,211.3585353526971
576.0,212.66176859166669
580.0,214.24012817573222
584.0,215.59401751680676
588.0,217.22282834599156
592.0,218.67007693220341
596.0,220.18169073617025
600.0,221.7278709358974
604.0,223.05908306437772
608.0,224.04660582758618
612.0,225.30383086147185
616.0,226.3740382913044
620.0,227.44591376419214
624.0,228.696578377193
628.0,230.1537119779736
632.0,231.40634017699116
636.0,232.47123443555563
640.0,233.97924124107143
644.0,235.51593776233184
648.0,237.25067103153154
652.0,238.85551486425345
656.0,240.5087154636364
660.0,242.1824542876712
664.0,244.07434359633027
668.0,245.8035512672811
672.0,247.62069918981484
676.0,248.75198712093027
680.0,250.00619851401868
684.0,251.37156694835684
688.0,252.73395525943394
692.0,254.39956204739335
696.0,255.73509927619048
700.0,257.19735773684215
704.0,258.8840885240385
708.0,260.477819705314
712.0,262.1384698009709
716.0,263.61264466341464
720.0,265.30511006862747
724.0,266.99388722167487
728.0,268.7558201782178
732.0,270.4387878855722
736.0,272.25284168
740.0,274.0434037085427
744.0,275.97135725252525
748.0,277.7471656345178
752.0,279.67519626530617
756.0,281.59517841025644
760.0,283.7109795360825
764.0,285.996053388601
768.0,288.1679636822916
