t,MSD
4.0,10.029668528301888
8.0,28.77941711374407
12.0,46.36792693809523
16.0,58.5837031770335
20.0,68.27099771153846
24.0,78.325954294686
28.0,89.82576332524273
32.0,103.27468846829271
36.0,117.81574043627452
40.0,136.02854885714285
44.0,156.43094453960396
48.0,174.6372233233831
52.0,187.82941125499994
56.0,196.62565583919604
60.0,205.72307669696968
64.0,217.26042078172588
68.0,230.9190825
72.0,244.78302720000005
76.0,259.0711085103093
80.0,272.7076099740933
84.0,284.63651445312496
88.0,295.9571502931938
92.0,306.39081327368416
96.0,316.8784052910053
100.0,328.27025907446813
104.0,341.28333288235297
108.0,354.6637780322581
112.0,367.42779139999993
116.0,379.04202473369577
120.0,390.3276115737705
124.0,402.69479788461547
128.0,416.0747835635359
132.0,429.6986349111112
136.0,443.66589803351957
140.0,456.99738807303373
144.0,469.79893222598866
148.0,481.77874344886385
152.0,493.5650449028572
156.0,505.12199104022983
160.0,517.0394233872834
164.0,528.1869192151163
168.0,538.6267550409357
172.0,550.8390157411765
176.0,565.2886776035504
180.0,581.4202161309523
184.0,597.0060431556886
188.0,610.376701186747
192.0,622.3062429333335
196.0,633.7598083170732
200.0,646.3026069509202
204.0,661.5936929691358
208.0,681.3205807515528
212.0,703.6536346999999
216.0,725.8043560754714
220.0,744.6634478481013
224.0,759.7448609872611
228.0,773.0495313333331
232.0,788.141083367742
236.0,803.5503769545455
240.0,819.3412459084966
244.0,835.7899966973683
248.0,851.5649518675494
252.0,867.3573942733332
256.0,883.4688729127514
260.0,900.3784780405407
264.0,914.5952830544215
268.0,928.6852227808217
272.0,946.0451982206896
276.0,967.5278222569445
280.0,991.2141645244751
284.0,1013.8583436619716
288.0,1034.744061886525
292.0,1054.934383035714
296.0,1074.9512564028778
300.0,1096.1969809057969
304.0,1119.5699712116786
308.0,1142.3824570735292
312.0,1163.284866414815
316.0,1181.1145546268656
320.0,1197.9959087518796
324.0,1215.3779854166667
328.0,1233.2577381374044
332.0,1251.6770974153844
336.0,1269.66413944186
340.0,1286.4756431874996
344.0,1302.1868869055122
348.0,1318.5929619841265
352.0,1335.2413733279998
356.0,1351.7298972903225
360.0,1368.5253513252032
364.0,1386.021630934426
368.0,1403.7538312892561
372.0,1421.5234071083335
376.0,1438.7236574285716
380.0,1456.1728761525424
384.0,1473.8343099230767
388.0,1492.2247448879307
392.0,1511.0648542000001
396.0,1530.4924679561402
400.0,1549.9221604424781
404.0,1569.3059826071426
408.0,1589.0004164504503
412.0,1608.9192180818177
416.0,1629.016173862385
420.0,1649.4085156388887
424.0,1670.6032296355138
