t,MSD
4.0,26.005931796747976
8.0,75.75820639344263
12.0,124.35929866115701
16.0,175.0565120083333
20.0,235.4691742857143
24.0,300.05135189830514
28.0,359.8878594615385
32.0,413.72939472413793
36.0,459.5894667826087
40.0,501.0453534385966
44.0,542.1256535929203
48.0,582.9400694642858
52.0,616.0949133783782
56.0,651.4492671545456
60.0,708.5547849908257
64.0,785.6058855648148
68.0,872.6831108504671
72.0,967.2474846320756
76.0,1077.9666967142855
80.0,1203.8092681826922
84.0,1332.062168786408
88.0,1459.8829769803926
92.0,1592.3766247326735
96.0,1726.3844214200005
100.0,1857.4188012222223
104.0,1987.270477122449
108.0,2120.181313484536
112.0,2247.3347634270835
116.0,2361.975612421052
120.0,2474.142238712766
124.0,2598.627635139785
128.0,2731.066160228261
132.0,2876.447399043956
136.0,3043.136629099999
140.0,3210.2018673932585
144.0,3381.7004879204537
148.0,3573.261744655172
152.0,3784.7733747906973
156.0,3996.814065752942
160.0,4195.105641119047
164.0,4390.762092542168
168.0,4586.766082670732
172.0,4769.142679950616
176.0,4940.977867262502
180.0,5113.720541151898
184.0,5292.289694282051
188.0,5467.17030174026
192.0,5645.814906999999
196.0,5826.118596999999
200.0,6007.597664891891
204.0,6189.535939260273
208.0,6374.644038333335
212.0,6549.730993859155
216.0,6714.980933414285
220.0,6869.2994338550725
224.0,7018.842610455882
228.0,7162.053069089551
232.0,7286.9043145000005
236.0,7412.378974399999
240.0,7540.652590093749
244.0,7672.725427238094
248.0,7809.166698322578
