t,MSD
4.0,104.75713207547167
8.0,316.2072990476191
12.0,536.5011692307692
16.0,745.6827650485437
20.0,944.9913725490194
24.0,1119.0272
28.0,1278.5131520000002
32.0,1442.5284525252525
36.0,1589.561469387755
40.0,1702.2511505154637
44.0,1789.1584000000003
48.0,1854.716227368421
52.0,1893.9555404255325
56.0,1914.8007225806452
60.0,1943.556452173914
64.0,1997.5201758241762
68.0,2064.8436622222225
72.0,2128.263191011236
76.0,2187.5618909090913
80.0,2224.749462068966
84.0,2223.951776744186
88.0,2168.552508235294
92.0,2080.826514285715
96.0,1974.0894072289157
100.0,1824.6880780487807
104.0,1628.802212345679
108.0,1428.58752
112.0,1273.057539240507
116.0,1167.6540717948717
120.0,1097.72268051948
124.0,1062.114357894737
128.0,1051.2302079999997
132.0,1057.8584216216213
136.0,1101.0496876712327
140.0,1191.2760888888888
144.0,1321.969577464789
148.0,1478.12352
152.0,1634.4880231884058
156.0,1764.0086588235295
160.0,1865.697432835821
164.0,1978.0266666666669
168.0,2120.562215384616
172.0,2248.4288
176.0,2338.9005206349207
180.0,2418.2784
184.0,2489.622662295082
188.0,2508.4450133333335
192.0,2455.2257084745775
196.0,2412.127337931034
200.0,2400.342231578947
204.0,2421.5186285714294
208.0,2484.544232727272
212.0,2524.8123259259264
216.0,2497.5939622641513
