t,MSD
4.0,8.437298586666667
8.0,23.163223445945935
12.0,36.557262410958906
16.0,45.5334645
20.0,55.113886929577454
24.0,69.20287664285713
28.0,84.17907760869565
32.0,95.97355627941175
36.0,99.51654491044776
40.0,101.1376018787879
44.0,105.95004321538464
48.0,114.10846695312503
52.0,120.21466728571428
56.0,122.89618353225806
60.0,124.66820881967215
64.0,135.22301676666672
68.0,148.78569630508477
72.0,162.4640067241379
76.0,176.0236097719298
80.0,186.87378658928577
84.0,197.9460322
88.0,207.39981555555553
92.0,216.321796754717
96.0,226.55370301923074
100.0,237.93165784313723
104.0,250.4469324
108.0,265.61261565306125
112.0,282.83351793749995
116.0,301.8102254680851
120.0,322.2788479565218
124.0,342.43059493333334
128.0,364.3368862954546
132.0,386.344474627907
136.0,409.62645085714297
140.0,430.65239617073183
144.0,447.296964925
148.0,462.53270751282065
152.0,476.9647044736844
