t,MSD
4.0,15.590527967320254
8.0,48.37021259868422
12.0,82.9087184370861
16.0,111.82671831333336
20.0,132.17631110738256
24.0,146.31339471621624
28.0,162.26067989115649
32.0,182.57803721232875
36.0,204.47550596551727
40.0,225.00198944444438
44.0,241.50610145454544
48.0,252.8063129577464
52.0,261.93719395035464
56.0,273.8609843928571
60.0,290.5957794244604
64.0,315.58286445652163
68.0,342.62584132116785
72.0,368.3692345514705
76.0,390.9949060074074
80.0,411.79511776119404
84.0,431.87578085714273
88.0,454.20014925757573
92.0,479.96469812213735
96.0,508.0224111538461
100.0,536.8206332248062
104.0,566.0306143515626
108.0,594.0696008818899
112.0,620.6155563809522
116.0,645.502900632
120.0,669.1303631209676
124.0,692.2904970243903
128.0,716.0294062786885
132.0,742.6251658264462
136.0,771.9075409500001
140.0,802.4552379663866
144.0,831.2239589491526
148.0,858.7245576153845
152.0,885.69712625
156.0,915.6894475130435
160.0,951.752981245614
164.0,992.060028920354
168.0,1033.012216705357
172.0,1076.7304252702704
176.0,1123.6937752909093
180.0,1170.899680761468
184.0,1217.1765007037038
188.0,1258.557382140187
192.0,1298.8275523490568
196.0,1336.117269352381
200.0,1368.5876629519228
204.0,1393.0265829320388
208.0,1408.2712114509807
212.0,1423.030904920792
216.0,1438.24132444
220.0,1449.4910923030302
224.0,1455.7908595612244
228.0,1457.31243714433
232.0,1462.3888956562503
236.0,1470.7758013052637
240.0,1481.6167248936174
244.0,1495.4223498924734
248.0,1510.2281500108697
252.0,1524.8104844285708
256.0,1537.2916275666662
260.0,1551.098014977528
264.0,1565.625241625
268.0,1580.0836264597701
272.0,1598.0963716279068
276.0,1616.6316915764705
280.0,1635.4507180714286
284.0,1654.7159653614456
288.0,1675.0748700365855
292.0,1695.0318167037035
296.0,1714.8863723500003
300.0,1735.5879752531644
304.0,1757.1956549615384
308.0,1780.2297259999991
