t,MSD
4.0,28.009602542168672
8.0,79.31067141463414
12.0,141.42022512345676
16.0,210.69668979999997
20.0,285.63413845569625
24.0,373.38804375641024
28.0,470.03145510389606
32.0,570.2025360789473
36.0,688.4056158266667
40.0,808.6296331891892
44.0,936.8398971780822
48.0,1070.3244177777776
52.0,1200.183071422535
56.0,1322.3511779142855
60.0,1437.1124071014494
64.0,1548.869301867647
68.0,1662.6397675820895
72.0,1786.3248068636362
76.0,1909.8065494307693
80.0,2018.7824727812497
84.0,2123.314132285714
88.0,2211.646597032258
92.0,2303.6504437704916
96.0,2410.495519533333
100.0,2527.618339525424
104.0,2640.3787492758624
108.0,2757.6752227192974
112.0,2879.036013142857
116.0,3003.235735109091
120.0,3125.1425675925925
124.0,3234.958535698113
128.0,3332.130938423077
132.0,3420.854720019608
136.0,3528.2336513
140.0,3622.3566532857153
144.0,3682.668862395833
148.0,3701.6154571914894
152.0,3700.9407885217383
156.0,3700.238111466668
160.0,3699.5807659999996
164.0,3692.3346422790696
168.0,3690.9107367857146
