t,MSD
4.0,37.09823373214287
8.0,106.15352323636365
12.0,170.55316094444444
16.0,217.54211662264154
20.0,263.81709526923083
24.0,313.8927913333333
28.0,363.82332538
32.0,409.88680899999986
36.0,456.76877258333326
40.0,497.99803636170196
44.0,529.0449976521738
48.0,548.7830707111111
52.0,568.7116726136363
56.0,602.6907659767442
60.0,643.7189106904759
64.0,683.7991425609756
68.0,730.5724079
72.0,793.1394718461539
76.0,856.7028898157894
80.0,919.0864476486488
84.0,969.4087254166666
88.0,1015.9795139999998
92.0,1060.045759852941
96.0,1106.93827130303
100.0,1137.3517266562499
104.0,1173.6083148387095
108.0,1213.0626622333332
112.0,1260.8185973448274
