t,MSD
4.0,13.837165984375007
8.0,47.2539941989529
12.0,94.71503898947373
16.0,153.84384767724868
20.0,222.07789263297877
24.0,297.01261832085567
28.0,375.48727951612904
32.0,459.68745642162156
36.0,552.0807439130435
40.0,655.0347544153004
44.0,769.5436116868133
48.0,895.5187761049723
52.0,1032.3967527999998
56.0,1177.30772026257
60.0,1327.27254894382
64.0,1481.887029909604
68.0,1640.124918897727
72.0,1801.0710059028575
76.0,1965.178717873563
80.0,2132.9965285895955
84.0,2304.4170962558137
88.0,2478.1047102046778
92.0,2652.7754328705882
96.0,2826.714713532544
100.0,3000.236126934524
104.0,3172.8251698263475
108.0,3343.2095480662642
112.0,3511.7504609939388
116.0,3677.7555990609753
120.0,3841.978787276074
124.0,4003.671722185186
128.0,4162.356039490683
132.0,4317.2927264875
136.0,4467.734049012578
140.0,4613.162100721518
144.0,4753.109985267517
148.0,4887.457143192307
152.0,5015.343498509677
156.0,5136.2596121948045
160.0,5250.690219745098
164.0,5356.4102692368415
168.0,5453.6325355033105
172.0,5541.973713746666
176.0,5622.042574744966
180.0,5695.168962804054
184.0,5759.484152292517
188.0,5813.471248130137
192.0,5859.1902525241385
196.0,5896.707600180555
200.0,5928.139155874126
204.0,5953.145787288732
208.0,5970.818125503546
212.0,5975.6908749071445
216.0,5974.2720592158275
220.0,5967.610440652174
224.0,5951.965309021899
228.0,5931.582169816177
232.0,5906.282064962963
236.0,5874.773804410448
240.0,5836.762660398496
244.0,5791.027371462121
248.0,5735.613397595419
252.0,5673.2603495615385
256.0,5610.619799395348
260.0,5546.335289765624
264.0,5477.069885307087
268.0,5402.261420007937
272.0,5318.579651304
276.0,5238.010985693548
280.0,5160.210383585367
284.0,5084.306430106559
288.0,5010.00382546281
292.0,4933.909516024999
296.0,4859.3914842605045
300.0,4784.06062759322
304.0,4707.670384230769
308.0,4634.326781948277
312.0,4567.933508565218
316.0,4514.693909614036
320.0,4465.461747
324.0,4422.872032214286
328.0,4392.008005072072
332.0,4362.494900190909
336.0,4342.573312522934
340.0,4333.312219166667
344.0,4333.217042205607
348.0,4341.1451779433955
352.0,4356.236657380952
356.0,4375.648790788461
360.0,4405.309155970874
364.0,4445.292774529412
368.0,4492.482977376237
372.0,4546.44116812
376.0,4604.986894444445
380.0,4666.764488367347
384.0,4732.953780443301
