t,MSD
4.0,35.938266679775275
8.0,101.87464360451973
12.0,165.45116260795447
16.0,225.43690231428573
20.0,289.2225767528736
24.0,354.1661938381503
28.0,414.1510831337208
32.0,465.8134656842106
36.0,512.253696047059
40.0,554.9132525147929
44.0,589.7238834285716
48.0,617.8969729580838
52.0,648.5651630240965
56.0,684.0999372
60.0,731.2110680243903
64.0,790.2555633006135
68.0,856.221734580247
72.0,926.25453521118
76.0,999.5656234500002
80.0,1075.221730918239
84.0,1147.570558772152
88.0,1211.4180604968155
92.0,1269.0132301089745
96.0,1324.6562809935483
100.0,1384.5451534285717
104.0,1448.8640215359476
108.0,1519.039123657895
112.0,1586.8759084569535
116.0,1650.002943773333
120.0,1710.6899214429532
124.0,1772.2035783581082
128.0,1835.3411701972786
132.0,1896.5089303698633
136.0,1958.1000299862064
140.0,2020.4736797430548
144.0,2081.1089683286714
148.0,2138.628087267606
152.0,2190.8777844113474
156.0,2238.309916585714
160.0,2283.852189618705
164.0,2336.44877352174
168.0,2393.627676423358
172.0,2441.4939437867647
176.0,2482.851837637037
180.0,2527.4539872835817
184.0,2574.2792950225567
188.0,2614.265595318181
192.0,2641.5082458854963
196.0,2665.959401676923
200.0,2704.2135746279064
204.0,2748.5800497578116
208.0,2786.6110060236215
212.0,2828.2404470952374
216.0,2881.711068656
220.0,2940.9258915483865
224.0,2996.9560623902435
228.0,3042.6663000901644
232.0,3085.0622150743798
236.0,3128.1935848833327
240.0,3170.608177798319
244.0,3217.1310511610172
248.0,3265.0671466752137
252.0,3303.8958027413796
256.0,3333.9549542869563
260.0,3356.4265052543865
264.0,3374.854957690265
268.0,3394.5162351428567
272.0,3425.364518873873
276.0,3467.2814105727266
280.0,3518.77859406422
284.0,3571.562535092592
288.0,3619.6136250654213
292.0,3671.0543623773583
296.0,3726.861158809523
300.0,3797.213283576923
304.0,3882.1886737184464
308.0,3974.4791883627454
312.0,4075.002349564356
316.0,4175.4989799800005
320.0,4278.688088555556
324.0,4379.920558377551
328.0,4477.567786783504
332.0,4576.620230666667
336.0,4674.082133905262
340.0,4767.905232106383
344.0,4854.30433160215
348.0,4931.491089978261
352.0,5002.577067824177
356.0,5072.08411518889
360.0,5129.410247561797
