t,MSD
4.0,13.46517601234567
8.0,37.040701487499966
12.0,59.53181158227846
16.0,76.86890457692304
20.0,89.73501311688311
24.0,95.3055771447368
28.0,97.79408366666664
32.0,101.6271485135135
36.0,104.27317615068492
40.0,104.04293049999995
44.0,107.98130342253518
48.0,114.81490389999999
52.0,120.28055913043472
56.0,127.76454158823526
60.0,137.40970352238799
64.0,145.31985504545446
68.0,147.4397837692307
72.0,143.26365496874996
76.0,133.52912231746032
80.0,126.31626396774192
84.0,125.15359452459012
88.0,127.65961794999997
92.0,132.95611422033895
96.0,140.0950789137931
100.0,143.36883457894734
104.0,144.91192664285714
108.0,145.4459734909091
112.0,144.8859653888889
116.0,140.87374267924528
120.0,137.12359159615383
124.0,139.78189807843134
128.0,144.53149887999996
132.0,150.12932457142855
136.0,154.46417299999996
140.0,157.53376017021276
144.0,159.94403297826082
148.0,162.71263959999996
152.0,166.4694464545454
156.0,169.9431054651162
160.0,173.3111989523809
164.0,175.8535439512195
