x,y
144.989,212.16
144.847,212.026
144.695,212.056
144.602,212.027
144.477,211.922
143.615,211.643
140.628,211.192
140.217,211.023
139.145,210.846
139.36,210.895
137.274,210.851
137.164,210.894
135.574,210.963
133.624,210.84
133.056,210.886
133.099,210.967
133.476,210.766
133.401,210.711
133.361,210.734
133.116,210.662
133.221,210.69
133.297,210.592
133.21,210.584
133.153,210.634
133.262,210.562
133.163,210.54
133.625,209.822
135.226,208.283
137.64,205.836
137.451,206.164
137.531,206.064
137.624,205.928
137.518,206.417
135.704,210.623
135.434,209.86
135.694,210.584
134.858,209.885
135.502,208.188
136.632,206.854
138.868,205.177
140.397,204.267
141.259,203.933
141.906,203.571
143.25,203.202
144.707,203.199
145.823,203.643
146.275,204.881
144.197,207.052
135.478,208.648
135.349,208.773
134.98,208.679
135.106,208.633
135.019,208.594
136.021,207.411
137.735,206.025
137.713,206.03
137.875,206.052
136.701,207.082
135.792,208.062
135.306,208.15
136.993,210.914
134.214,212.462
132.688,211.458
135.394,208.02
137.118,213.97
135.861,215.36
129.355,216.824
129.207,216.053
129.759,215.775
128.641,215.182
128.122,214.536
127.839,214.643
127.853,214.332
128.041,214.323
128.738,214.177
129.082,213.894
129.496,213.575
130.033,213.234
128.844,212.637
129.527,204.194
120.848,202.96
114.611,196.116
123.095,196.456
123.572,199.006
121.109,206.015
117.046,201.686
117.813,197.151
120.094,197.385
121.104,198.591
120.599,200.178
118.932,198.217
124.368,196.735
125.967,201.264
121.177,204.396
122.015,199.564
123.766,198.354
127.725,203.449
127.163,206.779
124.911,209.301
