x,y
107.054,143.689
115.466,148.111
108.989,153.021
105.646,143.869
108.275,139.969
112.822,136.666
109.256,140.611
102.584,140.462
97.787,137.213
94.07,134.197
93.473,131.759
100.139,138.2
93.528,140.786
93.272,132.737
93.731,131.226
93.468,130.976
93.129,131.085
93.22,131.137
93.373,132.623
93.233,131.108
92.167,122.11
91.167,121.63
94.065,120.642
94.609,122.246
95.335,128.978
91.449,129.559
90.017,125.949
89.853,121.548
86.279,124.138
89.7,123.513
90.714,121.09
87.788,117.86
83.961,117.294
83.786,117.262
85.915,119.809
89.687,124.327
92.597,126.658
94.917,128.987
93.897,131.291
92.937,135.58
92.962,136.277
93.597,138.182
93.604,138.215
93.502,138.138
93.589,138.074
93.58,137.95
93.534,137.652
93.652,137.772
93.647,137.624
93.598,137.741
93.723,137.581
93.514,137.343
93.558,137.392
93.449,137.242
94.539,137.881
96.349,139.202
96.593,142.444
96.565,144.499
96.037,147.218
96.497,149.39
97.422,149.718
99.696,149.058
100.55,146.598
98.473,144.568
96.868,139.272
96.453,135.18
99.137,130.192
104.022,124.841
105.373,120.992
108.035,119.359
114.607,113.173
118.528,109.867
120.84,107.29
123.653,103.929
128.068,100.559
133.989,95.807
137.157,92.977
142.388,89.449
146.303,86.814
148.912,85.597
153.299,82.531
154.783,79.889
156.439,76.728
157.354,75.576
156.751,74.859
156.897,74.815
158.92,74.254
157.329,75.329
154.104,81.252
153.184,82.807
152.29,84.407
151.26,86.125
149.947,88.1
149.067,89.735
148.631,90.731
148.431,91.411
148.366,91.667
148.322,92.188
148.305,93.059
148.228,94.264
148.406,97.125
148.196,99.758
146.986,104.492
146.641,106.308
146.466,107.248
146.211,108.671
144.929,115.104
144.822,117.669
144.798,118.514
144.576,121.992
144.289,125.272
144.04,127.92
143.264,130.872
142.731,132.296
141.37,135.192
139.634,140.974
138.968,146.771
138.754,150.276
138.51,151.686
138.368,152.402
138.204,153.837
137.88,158.579
135.996,164.968
135.771,168.435
134.398,173.469
132.644,179.817
131.39,185.437
130.953,191.161
129.999,195.035
128.493,197.687
130.595,193.062
131.418,184.498
133.913,175.688
134.545,172.45
136.532,165.13
136.842,161.706
136.356,160.305
135.479,158.525
135.424,157.519
136.362,153.612
136.962,152.493
137.009,152.091
137.123,151.314
137.153,151.05
137.223,150.639
137.298,150.364
137.348,150.171
137.436,149.828
137.482,149.56
137.467,149.485
137.563,149.05
137.851,147.868
139.887,139.614
142.66,134.119
145.331,126.919
144.853,121.844
144.575,117.524
144.413,112.727
144.187,106.986
143.982,108.871
144.015,110.904
144.299,107.112
143.998,110.462
144.215,108.583
144.097,108.857
144.071,111.146
144.407,107.383
144.066,110.963
144.269,108.075
144.107,109.54
144.096,111.307
144.4,107.172
144.037,110.898
144.288,109.459
144.148,110.251
144.31,109.312
144.207,109.607
144.259,110.912
144.939,106.059
146.429,108.722
145.12,119.436
145.055,124.758
145.082,129.503
143.848,134.032
142.511,138.399
140.976,143.089
138.092,150.867
135.607,157.218
134.992,160.877
134.791,162.439
134.331,165.348
133.835,168.096
133.545,169.161
133.591,169.601
133.924,168.636
134.071,167.835
133.754,167.542
133.109,167.742
133.972,168.556
134.535,165.607
134.922,163.031
134.792,165.513
134.464,166.797
134.653,165.551
135.023,163.202
134.963,164.147
134.418,166.458
134.451,166.542
134.996,163.536
135.092,164.031
134.543,166.089
135.786,163.275
134.836,164.932
134.44,166.599
134.707,165.221
135.291,163.417
135.036,164.675
134.446,166.243
134.6,165.228
135.065,163.973
135.715,162.596
136.926,159.635
139.332,152.183
139.963,144.883
141.648,136.724
141.996,135.615
142.262,134.564
144.653,128.142
145.398,123.785
144.982,119.061
144.536,113.733
144.506,110.866
144.61,109.313
145.121,106.267
146.375,104.316
147.898,102.967
149.395,101.57
150.079,100.954
150.358,100.684
150.618,100.472
151.993,99.032
152.659,98.128
152.249,98.625
151.322,99.699
152.685,98.004
153.066,97.43
153.236,97.225
152.88,97.74
152.318,98.58
152.891,97.856
153.162,97.051
150.748,99.894
149.605,101.797
148.663,102.924
147.646,103.766
146.826,104.012
145.453,103.233
145.529,102.655
145.789,102.036
146.018,101.073
146.529,97.963
146.878,96.022
147.238,94.334
146.901,93.16
147.806,92.811
147.737,92.759
147.904,92.612
148.856,90.902
154.089,83.045
155.855,80.018
158.464,78.224
