x,y
181.406,237.952
182.456,184.123
175.138,183.9
175.447,180.132
173.959,184.947
165.28,180.564
165.328,180.227
167.059,184.197
167.659,187.501
167.349,188.547
163.964,191.954
167.186,189.381
165.124,186.246
161.848,185.247
158.629,187.726
158.447,189.703
153.057,188.371
147.947,185.847
145.559,190.484
141.96,189.164
140.232,185.041
137.795,187.44
137.86,188.906
137.826,188.897
137.76,188.935
138.87,190.504
137.843,189.032
138.164,189.756
138.204,189.813
138.341,189.967
138.315,190.085
138.402,190.164
138.402,190.307
138.634,190.532
138.927,190.804
138.94,190.844
140.586,192.398
141.623,193.528
142.932,195.572
144.91,199.458
146.935,202.276
149.785,205.227
153.067,212.301
152.944,212.595
152.077,212.474
150.917,212.062
153.386,212.038
154.792,213.294
152.041,211.596
153.35,213.195
158.334,219.831
158.344,219.565
156.813,214.796
154.364,212.423
155.582,213.835
158.873,221.224
158.747,221.185
158.698,221.161
158.69,221.142
158.692,221.071
158.663,221.027
158.651,220.69
158.646,220.587
158.519,220.526
158.498,220.501
158.526,220.536
158.495,220.559
158.605,220.612
159.195,220.516
161.085,220.34
162.875,220.558
165.753,221.842
169.64,224.636
169.604,224.497
169.606,224.477
169.62,224.438
169.475,224.351
169.392,224.312
169.568,224.404
168.493,223.979
165.48,224.938
165.053,225.711
166.877,233.932
167.04,230.257
173.372,229.099
170.498,222.219
175.036,219.702
183.892,221.822
184.057,222.026
182.234,219.524
181.705,216.437
182.118,215.738
184.035,211.913
185.526,209.143
186.15,208.177
186.401,208.048
186.47,208.09
187.27,211.097
188.833,215.572
188.895,214.973
188.381,213.1
187.966,212.47
187.326,211.387
185.898,209.462
185.097,208.912
184.997,208.8
185.053,208.84
184.952,208.727
184.746,208.763
185.733,210.393
188.418,214.659
189.406,217.031
188.676,212.344
188.524,211.321
187.562,208.643
188.215,207.204
192.558,209.32
194.725,215.561
