x,y
180.153,70.021
179.597,65.759
179.892,64.483
180.502,64.494
183.393,63.652
182.093,66.292
179.093,67.618
181.049,57.609
184.917,61.714
180.847,76.567
183.73,91.372
182.342,97.977
185.699,107.817
187.974,116.536
181.085,112.619
180.835,115.744
171.684,126.394
169.577,132.595
169.121,133.956
169.136,133.908
169.12,133.509
169.096,134.071
169.088,134.167
169.053,134.333
163.797,142.771
157.794,146.191
150.688,153.342
146.802,163.606
147.512,164.782
142.839,159.844
141.972,166.729
146.208,174.36
144.592,173.06
137.108,185.707
140.361,190.424
138.662,196.99
133.432,200.675
133.534,200.749
132.172,197.155
131.869,195.424
132.462,194.706
135.317,191.262
138.969,187.797
139.721,186.381
133.466,191.101
136.563,202.454
142.018,209.323
135.808,219.066
134.656,220.617
132.863,222.906
132.409,225.142
132.204,225.194
132.476,225.081
132.61,224.955
132.655,225.017
132.691,224.85
132.812,224.737
132.785,224.702
132.792,224.756
132.699,225.02
132.576,225.02
132.631,225.335
132.596,225.771
132.615,226.116
132.678,225.569
132.684,224.912
130.682,218.344
129.985,215.184
131.283,213.177
131.655,211.629
131.612,211.656
131.601,211.277
131.542,211.179
131.522,211.092
131.511,211.101
131.588,211.18
131.588,211.03
131.646,211.201
131.923,211.241
132.961,212.765
135.07,214.795
135.224,214.427
137.003,214.478
137.6,214.375
138.895,211.725
138.64,208.785
138.53,207.872
138.416,206.825
138.358,206.678
138.338,206.535
138.363,206.552
138.376,206.557
138.338,206.397
138.413,206.581
138.37,206.798
138.326,206.422
138.406,206.631
138.539,206.932
138.746,206.609
140.019,207.43
141.65,207.76
142.767,208.218
144.15,208.418
146.264,208.432
146.019,209.314
147.637,208.749
149.37,208.191
150.305,207.231
149.884,207.6
149.564,207.326
149.228,206.303
146.747,205.754
145.659,205.827
144.679,205.829
144.883,205.901
144.167,205.621
141.417,205.935
140.257,205.821
140.023,205.856
138.607,205.555
138.044,205.475
137.075,205.226
136.193,205.04
135.858,204.806
136.317,205.273
