x,y
171.736,122.295
168.108,123.404
166.292,122.754
172.282,120.971
170.438,124.116
167.673,123.115
174.24,117.074
173.27,117.484
173.909,122.318
172.805,123.5
166.459,121.986
172.729,118.612
173.499,120.256
173.629,121.942
171.642,124.013
167.456,121.173
174.612,117.914
174.582,117.679
174.7,116.283
184.28,114.281
184.129,113.998
183.815,113.805
183.998,113.544
184.327,113.59
184.381,113.662
183.941,115.222
181.287,116.169
177.195,117.166
176.52,121.55
177.055,129.786
177.277,132.843
177.364,134.383
177.5,135.681
179.856,138.213
178.066,140.441
168.68,148.614
163.79,147.39
163.291,145.816
165.949,144.978
167.221,145.526
168.519,146.183
168.553,146.642
168.056,147.335
167.153,147.794
166.043,148.112
164.421,147.954
162.304,147.738
160.528,147.699
159.631,148.078
158.561,148.856
157.241,150.24
156.633,151.443
157.824,153.488
162.85,154.849
163.311,154.419
163.453,154.027
163.926,153.338
163.991,153.245
164.05,152.245
161.843,148.964
158.232,147.631
156.949,148.231
156.757,148.475
156.592,148.558
156.455,148.65
157.012,149.163
157.711,150.062
158.978,153.02
159.557,154.957
160.132,157.575
160.264,158.418
160.28,158.517
160.454,158.625
159.888,157.654
156.605,154.683
153.561,152.399
154.306,154.728
158.413,152.464
