x,y
104.61,195.359
104.242,195.629
104.587,194.471
105.426,193.157
106.584,191.931
107.508,191.514
111.002,194.421
107.153,202.764
100.253,206.691
96.702,205.19
105.244,201.149
106.836,197.645
106.704,192.923
102.628,192.326
98.265,198.043
97.19,200.016
95.849,202.019
95.222,201.879
93.641,199.681
93.69,197.966
93.89,196.755
93.981,196.689
94.173,196.527
94.208,196.57
94.385,196.415
94.323,196.404
94.367,196.501
94.334,196.516
94.362,196.546
94.222,196.649
94.242,196.781
94.322,196.958
94.82,197.665
94.861,198.994
95.567,200.697
96.146,203.598
95.98,203.672
95.192,200.866
94.934,200.148
100.467,199.508
100.31,201.456
98.058,202.379
95.883,200.516
97.045,197.626
99.653,198.331
100.272,200.227
98.435,202.33
95.094,198.67
100.567,194.044
104.022,195.08
102.871,200.178
99.047,200.974
97.31,198.539
103.564,193.686
111.356,197.261
112.567,201.216
110.015,209.015
107.322,211.676
99.277,220.151
95.203,224.389
94.33,225.822
94.418,225.863
101.193,221.456
106.109,215.989
103.296,211.804
95.134,220.806
95.867,224.427
101.3,220.119
101.986,212.331
106.145,201.778
110.308,194.48
113.124,190.656
114.426,188.391
110.444,182.578
108.609,181.676
104.667,183.844
103.928,184.457
104.324,183.666
111.855,176.808
116.667,176.139
118.353,176.234
121.818,177.921
119.756,174.768
118.166,172.677
118.92,171.134
125.121,171.042
126.452,171.538
125.937,170.797
125.466,169.539
125.504,169.406
125.228,169.057
124.54,168.744
124.499,168.652
125.985,169.037
126.739,169.375
127.808,169.911
128.556,170.262
128.671,170.277
128.655,170.347
128.757,170.381
128.755,170.361
128.798,170.281
128.615,170.127
128.553,170.016
128.028,169.736
127.703,169.554
127.607,169.815
128.264,170.109
128.749,170.339
129.265,170.614
128.663,170.182
128.315,169.884
127.707,169.545
127.293,169.692
128.323,170.411
128.413,170.397
128.753,170.369
128.39,170.294
128.325,170.247
128.393,170.28
128.312,170.288
128.326,170.334
128.337,170.363
128.399,170.368
128.272,170.329
128.424,170.366
128.263,170.298
128.164,170.328
127.035,169.957
127.681,170.208
128.069,170.367
128.429,170.369
128.345,170.255
128.613,166.971
129.549,165.51
130.25,163.948
131.073,162.776
131.036,162.776
131.181,162.675
130.986,162.889
130.428,166.876
129.849,164.655
129.792,164.755
129.861,164.68
129.894,164.65
129.868,164.713
129.807,164.7
129.888,164.507
129.976,164.372
131.142,162.709
131.196,162.806
131.365,163.356
133.166,164.822
133.758,165.375
134.948,165.437
135.311,165.143
135.592,164.965
135.574,164.648
135.506,164.341
135.412,164.266
134.453,163.931
134.795,164.138
133.023,163.652
131.925,163.346
131.169,163.126
130.659,163.014
130.549,162.88
130.61,162.81
130.667,162.75
130.772,162.668
130.839,162.466
130.917,162.623
130.986,162.615
131.014,162.646
131.182,162.811
131.336,163.211
131.503,163.412
132.209,165.826
132.339,166.776
132.311,166.832
132.369,166.793
132.387,166.997
132.408,168.696
132.585,166.393
132.592,165.956
132.594,165.295
132.564,165.491
132.706,165.414
133.001,166.065
133.773,169.375
135.417,170.681
138.32,171.767
138.907,172.01
137.069,171.719
137.579,171.798
137.539,171.89
137.809,172.045
138.121,172.061
138.216,172.152
137.201,172.036
136.934,171.866
137.109,171.817
136.859,171.649
136.484,171.873
136.411,171.758
136.486,171.71
137.056,171.267
136.156,171.841
137.311,171.992
137.241,171.963
137.116,171.852
137.232,171.852
140.294,171.733
