x,y
167.089,68.729
172.23,72.982
171.751,68.442
171.009,77.727
165.025,71.535
171.733,76.552
163.559,75.17
167.721,73.431
164.39,78.349
162.641,72.875
169.718,77.405
163.305,77.879
160.311,75.96
160.91,74.529
166.896,78.208
163.803,77.757
163.98,77.207
163.476,77.184
163.77,76.825
161.464,75.434
159.963,71.811
159.646,68.878
159.926,68.746
160.28,70.117
162.115,71.809
165.577,69.694
162.078,63.857
161.568,70.31
164.752,70.432
163.221,64.28
159.408,67.576
163.65,70.766
161.713,64.152
162.254,70.34
162.353,64.193
161.633,70.179
163.022,64.329
160.508,70.038
169.405,69.937
162.935,63.532
161.737,69.75
169.68,68.79
163.332,65.979
161.723,71.399
170.255,71.4
166.335,66.637
161.656,71.334
168.38,73.259
169.624,68.18
163.376,66.07
161.67,70.917
161.788,71.378
164.396,73.445
170.418,69.225
163.639,65.509
160.432,69.818
160.891,72.823
161.402,75.575
162.023,75.342
162.012,75.087
162.037,74.8
161.776,73.84
161.879,73.807
161.797,73.897
161.611,73.843
159.926,75.306
162.226,75.759
162.235,75.091
161.746,73.752
161.903,73.429
162.082,73.184
162.176,73.087
162.198,73.066
162.142,73.065
162.222,72.926
162.372,72.867
162.328,72.888
162.383,72.82
162.516,72.768
162.509,72.693
162.539,72.572
162.621,72.451
162.619,72.34
162.076,71.602
162.75,72.117
162.902,72.007
162.931,71.827
162.979,71.76
163.024,71.73
162.931,71.556
162.897,71.46
162.854,71.461
162.811,71.371
162.813,71.401
162.826,71.471
162.874,71.389
162.89,71.433
162.86,71.388
162.723,71.316
162.844,71.391
162.835,71.383
162.77,71.406
162.824,71.391
162.784,71.481
162.804,71.493
162.758,71.497
162.243,72.843
162.818,71.554
162.718,71.466
162.617,71.305
162.257,70.96
161.845,69.827
161.506,68.931
160.506,68.483
160.628,67.936
161.154,67.135
160.996,67.169
161.266,66.446
161.513,66.53
161.271,66.751
161.612,66.298
161.532,66.264
161.446,66.28
161.375,66.709
161.195,66.36
161.545,66.117
161.547,66.093
161.484,66.143
161.766,66.384
161.443,66.186
161.739,66.004
161.486,66.188
161.534,66.144
161.647,66.175
161.654,66.172
161.698,65.916
161.635,66.239
161.439,66.448
161.795,65.95
161.761,66.474
161.498,66.771
161.392,66.665
161.264,66.47
161.101,66.834
160.876,66.836
161.327,66.605
161.544,66.668
161.761,66.321
161.719,66.684
162.077,66.673
162.098,66.601
162.35,66.774
162.563,67.686
162.457,68.903
162.247,69.632
162.177,69.802
162.221,69.975
162.092,70.075
161.326,70.169
161.323,69.885
161.771,69.459
161.7,69.476
161.704,69.593
161.718,69.471
161.996,69.276
162.143,69.663
161.747,70.537
161.638,70.606
161.565,70.76
161.112,71.21
159.081,72.963
158.401,73.704
157.964,74.192
157.613,74.523
157.566,74.591
157.671,74.396
157.538,74.605
157.641,74.505
157.566,74.678
157.503,74.937
157.67,75.451
158.026,76.392
158.99,77.46
160.008,78.123
160.348,78.206
160.752,78.368
160.941,78.365
160.967,78.355
160.78,78.245
160.903,78.234
160.728,78.159
160.648,78.101
160.845,78.133
160.855,78.1
160.739,78.088
160.661,78.023
160.759,78.071
160.768,78.023
160.762,77.962
160.78,77.993
160.776,77.96
