x,y
274.716,57.845
267.026,72.066
263.084,81.685
259.954,88.866
264.536,103.137
264.143,107.951
260.136,116.918
256.26,123.815
251.943,128.847
246.09,130.895
244.851,130.114
246.112,127.626
251.422,126.257
253.784,126.958
255.343,128.035
255.959,129.201
258.497,132.27
256.863,131.426
254.309,130.59
249.602,130.851
252.76,128.182
254.483,125.097
250.163,126.673
254.446,132.785
260.729,130.032
257.043,124.443
250.287,116.401
252.96,111.858
253.472,111.484
248.921,114.113
247.954,111.896
246.378,106.363
243.328,106.288
240.365,102.941
242.458,101.865
243.437,101.685
244.713,101.15
247.362,99.818
248.195,99.522
247.784,99.95
245.638,101.001
244.648,100.988
244.43,101.042
244.84,101.05
244.788,101.021
245.063,101.056
244.687,100.885
244.443,100.802
244.097,100.687
242.196,98.439
241.558,95.949
241.406,95.287
239.645,91.123
240.649,88.242
241.833,85.955
237.36,85.227
234.774,84.663
232.67,83.313
233.147,82.3
238.164,82.19
240.139,83.334
241.758,85.058
242.217,84.877
242.445,84.879
242.464,84.807
242.43,84.819
242.66,84.505
244.544,84.162
244.855,84.139
244.744,84.262
245.016,84.198
243.805,84.249
243.86,84.242
243.805,84.155
243.488,84.0
243.251,83.882
245.182,84.03
246.047,84.708
242.814,83.73
241.824,83.445
241.98,83.448
241.978,83.357
244.195,84.93
242.598,91.703
242.865,92.617
242.785,92.84
242.536,94.973
241.013,97.062
238.765,93.915
237.262,92.39
235.332,91.051
233.561,89.868
233.645,88.07
237.733,87.217
243.464,89.55
244.785,91.475
