x,y
182.08,63.32
182.81,59.884
189.501,55.997
189.194,60.309
185.996,61.845
185.148,62.016
184.622,61.375
192.614,65.93
187.566,72.502
176.778,76.944
175.841,67.922
181.978,52.973
191.553,59.606
191.92,61.257
188.344,70.795
188.142,79.081
179.155,89.677
171.081,95.825
169.697,96.372
165.293,96.122
162.961,95.861
162.818,95.857
165.055,96.026
171.056,95.656
176.6,88.323
176.772,87.961
176.775,87.561
176.674,87.322
176.434,86.666
176.317,86.196
176.245,85.846
176.001,85.68
175.549,85.012
174.23,84.183
173.586,83.954
171.503,85.392
170.542,87.931
171.883,89.894
172.102,85.122
170.955,86.105
171.525,89.588
174.278,87.589
174.283,85.376
171.692,85.734
172.783,89.821
174.956,89.475
173.786,90.065
174.168,83.508
172.139,84.753
172.313,88.494
172.868,89.216
175.451,87.209
175.877,86.14
174.425,86.987
172.759,89.171
172.686,90.335
174.038,90.569
174.675,84.381
173.591,84.226
172.497,85.861
173.449,88.378
173.82,88.536
176.054,85.542
172.507,86.653
172.942,89.41
173.238,89.775
175.001,88.582
173.634,85.83
171.436,87.667
171.608,89.682
172.553,90.649
173.771,90.371
175.412,85.756
171.18,83.746
170.35,84.142
170.195,84.383
170.139,84.403
169.824,84.628
168.421,87.412
167.944,90.142
168.536,91.127
170.078,91.706
172.369,91.463
175.305,87.717
175.202,87.374
172.665,85.806
170.927,84.348
170.355,83.721
168.466,82.217
167.31,82.566
167.238,83.041
167.105,83.078
167.153,83.123
167.16,83.12
167.12,83.2
167.115,83.191
167.113,83.368
167.102,83.526
167.081,83.726
167.043,85.501
167.822,87.525
169.204,87.674
168.024,86.113
